Sample,0.0419094,0.0460065,0.0505046,0.0554422,0.0608623,0.0668123,0.0733442,0.0805144,0.0883854,0.0970269,0.106514,0.116928,0.128356,0.140902,0.154677,0.1698,0.186402,0.204622,0.224626,0.246587,0.270696,0.297162,0.32621,0.3581,0.393112,0.431541,0.47373,0.520044,0.570884,0.626698,0.687967,0.755224,0.829053,0.9101,0.999088,1.09676,1.20394,1.32166,1.45087,1.59272,1.74845,1.91936,2.10701,2.31298,2.53909,2.78732,3.05982,3.35895,3.68734,4.04785,4.44357,4.87799,5.35488,5.87836,6.45303,7.08389,7.77644,8.53671,9.37131,10.2877,11.2932,12.397,13.6092,14.9397,16.4002,18.0034,19.7635,21.6959,23.8171,26.1451,28.7008,31.5067,34.5874,37.9687,41.6802,45.7552,50.2284,55.1385,60.5292,66.4467,72.9427,80.0739,87.9024,96.4946,105.93,116.289,127.656,140.133,153.833,168.871,185.378,203.504,223.402,245.243,269.217,295.534,324.427,356.148,390.965,429.183,471.138,517.197,567.762,623.267,684.201,751.093,824.518,905.125,993.59,1090.71,1197.4,1314.47,1442.93,1583.98,1738.86,1908.87
20170329_G1,0.00021142,0.000291274,0.000501758,0.00101421,0.00208508,0.00398465,0.00679371,0.0102609,0.0142901,0.0190913,0.0250565,0.0318944,0.0392559,0.0472626,0.0568479,0.0679843,0.0806956,0.0950842,0.112435,0.132944,0.155779,0.179967,0.204756,0.230411,0.256858,0.284545,0.313522,0.343762,0.37495,0.406479,0.438302,0.47026,0.50228,0.533427,0.563443,0.592043,0.619463,0.645291,0.669655,0.692795,0.715544,0.738603,0.762768,0.788903,0.818122,0.851635,0.890046,0.933255,0.980229,1.02964,1.07943,1.12705,1.16909,1.20267,1.22616,1.23946,1.24306,1.23676,1.22109,1.19867,1.17721,1.16597,1.17283,1.20019,1.24365,1.29515,1.34455,1.38591,1.41971,1.45511,1.51152,1.61568,1.79946,2.09413,2.52079,3.07738,3.722,4.36523,4.88029,5.13452,5.03607,4.57447,3.83554,2.9807,2.18998,1.59218,1.22441,1.04293,0.968342,0.916059,0.821429,0.663355,0.465196,0.267824,0.118407,0.0360276,0.00688253,0.000713081,2.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170330_G1,6.69E-05,0.000107178,0.000222161,0.000491027,0.000992486,0.00187015,0.00334739,0.00558497,0.00852889,0.0122323,0.0170242,0.0228416,0.0293532,0.036467,0.045211,0.0556233,0.0677657,0.0815364,0.0983321,0.118394,0.140913,0.164705,0.188988,0.214,0.239717,0.266463,0.2943,0.323173,0.352799,0.382466,0.412114,0.4416,0.470893,0.499059,0.525883,0.551205,0.575427,0.598341,0.620261,0.641683,0.663734,0.687442,0.713939,0.744406,0.780277,0.823057,0.873548,0.93169,0.996292,1.0657,1.13729,1.20777,1.27278,1.32845,1.37221,1.40324,1.4214,1.42568,1.41577,1.39349,1.36693,1.3467,1.34264,1.35839,1.3888,1.42352,1.44932,1.4583,1.45147,1.44047,1.44777,1.5019,1.6336,1.87177,2.23557,2.72725,3.32316,3.96779,4.57905,5.06124,5.32089,5.28845,4.92846,4.24694,3.31889,2.28404,1.30792,0.569462,0.164585,0.0250981,0.00148931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170330_G2,0,0,0,0,0,0,0,3.62E-06,7.06E-05,0.00047658,0.00164103,0.00373541,0.00668658,0.0106006,0.0157846,0.0223608,0.0304918,0.0404798,0.0527296,0.0673403,0.08413,0.102706,0.122535,0.143444,0.165536,0.189056,0.213768,0.239305,0.265375,0.291926,0.318725,0.345391,0.371404,0.396588,0.420913,0.44422,0.46611,0.486521,0.506075,0.525532,0.54532,0.565643,0.587388,0.612068,0.641264,0.675527,0.714687,0.758526,0.807092,0.859548,0.912856,0.962461,1.00422,1.03673,1.05964,1.07147,1.06875,1.04959,1.01756,0.980391,0.945396,0.912655,0.882914,0.866393,0.88241,0.949338,1.05804,1.16347,1.19602,1.11119,0.945164,0.801805,0.787934,0.989713,1.41858,1.9653,2.37652,2.41783,2.01669,1.32913,0.647882,0.215255,0.0378984,0.00285935,0,0,0,0,0,0,0,0,0,0,0,0,0.0125024,0.184919,1.06345,3.09798,5.94123,8.33664,9.31839,8.54367,6.57085,4.33441,2.2856,0.906627,0.183585,0.017376,0,0,0,0,0,0
20170330_G3,0,0,0,0,0,0,0,4.80E-06,9.26E-05,0.000638433,0.00223841,0.00520214,0.00938363,0.0148933,0.022154,0.0314708,0.0430299,0.0572456,0.0748385,0.0961281,0.120613,0.147347,0.17551,0.20501,0.23589,0.268269,0.301969,0.336743,0.372168,0.40782,0.443349,0.478598,0.513235,0.546912,0.579363,0.610697,0.64117,0.671088,0.700911,0.73138,0.763553,0.79854,0.837551,0.881814,0.932748,0.991568,1.0589,1.13424,1.21599,1.30145,1.38679,1.46718,1.53704,1.5916,1.62766,1.64427,1.64137,1.61885,1.57745,1.52116,1.46122,1.41372,1.39605,1.417,1.47054,1.53433,1.57611,1.57188,1.52031,1.44878,1.40284,1.42597,1.54683,1.7691,2.06667,2.3849,2.65383,2.81434,2.84088,2.75116,2.59397,2.42046,2.25619,2.08961,1.8865,1.62219,1.31603,1.03898,0.85985,0.80931,0.868916,0.977731,1.06214,1.06395,0.98218,0.8714,0.782591,0.756264,0.802965,0.890836,0.979624,0.982087,0.747822,0.392425,0.0943066,0.0101222,0,0,0,0,0,0,0,0,0,0
20170330_G4,0,0,0,0,0,0,0,0,0,2.64E-06,5.74E-05,0.000464114,0.00200877,0.00562842,0.0117899,0.0204525,0.0319973,0.0473001,0.0673639,0.0925209,0.122368,0.155899,0.192147,0.230616,0.271173,0.313818,0.358339,0.404135,0.450454,0.496729,0.542688,0.588194,0.632813,0.676328,0.718849,0.761105,0.803747,0.847326,0.892468,0.94032,0.99233,1.04978,1.11384,1.18593,1.26815,1.36277,1.47136,1.59405,1.72958,1.8753,2.02687,2.17727,2.31713,2.43701,2.52971,2.59173,2.62069,2.61336,2.56661,2.48458,2.38513,2.29849,2.25626,2.27086,2.3248,2.37166,2.35915,2.26524,2.11649,1.97982,1.92645,1.99863,2.19889,2.48159,2.76559,2.96,2.99415,2.842,2.52449,2.09196,1.60687,1.1243,0.69169,0.339116,0.116851,0.0208859,0.0014753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170330_G5,0,0,0,0,0,0,5.48E-08,2.99E-06,3.10E-05,0.000128357,0.000323922,0.0006247,0.00104746,0.00162458,0.0023821,0.0033448,0.00453576,0.00599391,0.00777484,0.00990987,0.0124006,0.0152035,0.0182604,0.0215957,0.0252391,0.0291708,0.0333573,0.037753,0.0422944,0.0469013,0.0514712,0.0558815,0.0599844,0.0636124,0.066577,0.0686825,0.0698136,0.0699057,0.0689503,0.0670192,0.0642702,0.0609608,0.0574383,0.054125,0.0514707,0.0499013,0.0497395,0.051143,0.0540427,0.058125,0.0628591,0.0675753,0.0715983,0.0743652,0.0755533,0.0750946,0.0731069,0.0698783,0.0659807,0.0621971,0.0595795,0.059191,0.0617616,0.0673756,0.0748839,0.0821461,0.0861339,0.0849848,0.0795234,0.0728958,0.0702985,0.0749305,0.0870394,0.104593,0.121382,0.130564,0.129798,0.128086,0.150381,0.224592,0.356395,0.495825,0.549918,0.483465,0.426872,0.616822,1.2907,2.49214,4.00495,5.68702,7.50975,9.27786,10.5726,10.9925,10.366,8.83231,6.80677,4.81582,3.26463,2.26387,1.64978,1.17927,0.744533,0.409331,0.21946,0.157977,0.166725,0.145129,0.0557535,0.00447107,0,0,0,0,0,0
20170330_G6,1.48E-08,2.50E-07,1.12E-06,4.06E-06,1.31E-05,3.46E-05,8.34E-05,0.000187521,0.000386948,0.000717098,0.00118366,0.00177139,0.00248703,0.0033667,0.00443693,0.00571561,0.00721981,0.00899067,0.0110954,0.0135573,0.0163572,0.0194183,0.02265,0.0260857,0.0297669,0.0336661,0.0377451,0.0419527,0.0462235,0.0504763,0.0546126,0.0585171,0.0620568,0.0650862,0.0674482,0.0689903,0.0696452,0.0693993,0.0682937,0.0664442,0.064039,0.0613451,0.0586876,0.0564322,0.0549353,0.0545036,0.0553307,0.0574578,0.0607385,0.0648416,0.0692913,0.0735366,0.0770616,0.0794623,0.0805366,0.0802696,0.0787716,0.0762596,0.0731521,0.0700326,0.0677081,0.0670614,0.0687746,0.0730897,0.07922,0.0853852,0.0889607,0.0881953,0.0839166,0.0792294,0.0786408,0.0846699,0.0965149,0.110979,0.123055,0.129842,0.133389,0.141131,0.164493,0.21071,0.271762,0.320955,0.33284,0.327242,0.391395,0.660934,1.2902,2.33626,3.72587,5.34456,7.04444,8.57907,9.63526,9.96472,9.49082,8.34571,6.83554,5.3296,4.09835,3.20841,2.55349,1.97873,1.42715,0.938657,0.529066,0.28165,0.202126,0.106109,0.0113654,0,0,0,0,0,0,0
20170330_G7,0.000130437,0.000190956,0.000346907,0.000716888,0.00145698,0.00273885,0.00461843,0.0070057,0.00986179,0.0133649,0.0177143,0.0227355,0.02817,0.0342293,0.0414775,0.0499382,0.0595,0.0703593,0.0832705,0.0983621,0.115004,0.132632,0.15078,0.169594,0.188958,0.209064,0.229931,0.251528,0.273645,0.2958,0.317944,0.339988,0.361939,0.38318,0.403569,0.423007,0.441817,0.459885,0.477408,0.494665,0.51237,0.531197,0.551824,0.574882,0.601101,0.631286,0.665814,0.70442,0.746038,0.789273,0.832326,0.873094,0.908934,0.937437,0.957177,0.968134,0.970977,0.965887,0.953134,0.934467,0.915666,0.904732,0.908567,0.928718,0.959997,0.993887,1.02277,1.04495,1.06448,1.08834,1.12407,1.17903,1.26288,1.38928,1.57409,1.82716,2.13758,2.45894,2.70731,2.78244,2.61069,2.19168,1.62517,1.09047,0.746769,0.650453,0.793145,1.13988,1.60297,2.0599,2.43277,2.7054,2.89377,3.01653,3.08328,3.09363,3.03939,2.90574,2.67282,2.32459,1.86923,1.3521,0.856819,0.501473,0.326778,0.30677,0.385728,0.475896,0.412632,0.223464,0.0536535,0.00520173,0,0,0,0
20170330_G8,0,0,0,0,7.10E-09,3.68E-07,5.33E-06,3.00E-05,9.66E-05,0.00022636,0.000429537,0.000701281,0.00104958,0.00149515,0.00205268,0.00273457,0.00355257,0.00452815,0.00569291,0.00706208,0.00863283,0.0103765,0.0122572,0.014289,0.0164886,0.018843,0.0213323,0.0239293,0.0265976,0.0292912,0.0319528,0.0345141,0.0368941,0.039002,0.0407364,0.0419933,0.0427135,0.0428658,0.0424471,0.0414961,0.0400922,0.0383632,0.0364762,0.0346321,0.033043,0.0319102,0.0313937,0.0315845,0.0324872,0.0340076,0.0359682,0.038127,0.0402256,0.0420238,0.0433407,0.0440679,0.0441331,0.0435216,0.042317,0.0407715,0.039327,0.0385796,0.0391405,0.0413583,0.0449958,0.048901,0.0513201,0.0509955,0.0483083,0.0454607,0.0450819,0.0486666,0.0561386,0.0666744,0.079424,0.0922808,0.100882,0.100904,0.0930618,0.0867635,0.097258,0.13725,0.201591,0.256994,0.267346,0.24667,0.268409,0.419573,0.768446,1.35377,2.24584,3.53163,5.17846,6.96555,8.56656,9.67245,10.0765,9.7318,8.75942,7.3954,5.91191,4.53677,3.41075,2.56219,1.91557,1.40044,0.960641,0.46511,0.104321,0.00818381,0.000108821,0,0,0,0,0
