IDParticles,Sample,Site_name,GPS_LON,GPS_LAT,Compartment,Contributor,Project,Particle_name,Size_1_[µm],Size_2_[µm],Size_3_[µm],Shape,Colour,Preferred_method,polymer_type,library_entry,Comment,lab_blank_ID,sample_ID,Sampling_weight_[kg],Fraction_analysed,size_geom_mean
44595_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,145.0,120.0,39.4605,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,131.90905958272918
44595_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,145.0,120.0,39.4605,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,131.90905958272918
44596_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,609.0,35.0,23.8101,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,145.99657530229948
44596_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,609.0,35.0,23.8101,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,145.99657530229948
44597_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,623.0,23.0,42.0512,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,119.70380110923796
44597_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,623.0,23.0,42.0512,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,119.70380110923796
44598_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,175.0,23.0,38.2158,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,63.4428877022476
44598_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,175.0,23.0,38.2158,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,63.4428877022476
44599_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,433.0,31.0,46.084,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,115.8576713040617
44599_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,433.0,31.0,46.084,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,115.8576713040617
44600_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,673.0,28.0,189.559,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,137.27344972717776
44600_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,673.0,28.0,189.559,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,137.27344972717776
44601_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,148.0,133.0,20.4873,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,140.29967925836468
44601_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,148.0,133.0,20.4873,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,140.29967925836468
44602_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,173.0,20.0,48.2121,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,58.82176467941097
44602_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,173.0,20.0,48.2121,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,58.82176467941097
44603_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,1424.0,29.0,52.3064,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,203.2141727340886
44603_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,1424.0,29.0,52.3064,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,203.2141727340886
44604_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,205.0,52.0,13.2912,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,103.24727599312246
44604_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,205.0,52.0,13.2912,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,103.24727599312246
44605_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,721.0,34.0,41.2894,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,156.56947339759432
44605_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,721.0,34.0,41.2894,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,156.56947339759432
44606_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,199.0,68.0,71.6168,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,116.32712495372694
44606_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,199.0,68.0,71.6168,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,116.32712495372694
44607_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,93.0,85.0,86.9468,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,88.91006692158093
44607_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,93.0,85.0,86.9468,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,88.91006692158093
44608_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,218.0,57.0,9.12676,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,111.47196957082978
44608_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,218.0,57.0,9.12676,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,111.47196957082978
44609_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,169.0,20.0,31.2945,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,58.137767414994535
44609_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,169.0,20.0,31.2945,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,58.137767414994535
44610_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,133.0,38.0,42.0235,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,71.09149034870488
44610_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,133.0,38.0,42.0235,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,71.09149034870488
44611_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,172.0,46.0,22.7241,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,88.94942383174835
44611_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,172.0,46.0,22.7241,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,88.94942383174835
44612_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,762.0,29.0,28.0815,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,148.6539605930498
44612_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,762.0,29.0,28.0815,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,148.6539605930498
44613_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,261.0,250.0,101.987,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,255.44079548889601
44613_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,261.0,250.0,101.987,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,255.44079548889601
44614_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,98.0,73.0,33.522,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,84.581321815162
44614_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,98.0,73.0,33.522,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,84.581321815162
44615_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,504.0,26.0,23.9647,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,114.47270417003348
44615_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,504.0,26.0,23.9647,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,114.47270417003348
44616_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,1113.0,30.0,95.1376,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,182.72930799409272
44616_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,1113.0,30.0,95.1376,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,182.72930799409272
44617_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,1029.0,39.0,26.0391,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,200.3272322975586
44617_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,1029.0,39.0,26.0391,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,200.3272322975586
44618_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,1108.0,22.0,85.2925,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,156.12815249018993
44618_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,1108.0,22.0,85.2925,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,156.12815249018993
44619_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,121.0,23.0,24.8671,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,52.754146756439916
44619_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,121.0,23.0,24.8671,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,52.754146756439916
44620_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,214.0,61.0,11.8841,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,114.25410277097274
44620_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,214.0,61.0,11.8841,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,114.25410277097274
44621_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,507.0,146.0,62.5437,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,272.06984397393256
44621_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,507.0,146.0,62.5437,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,272.06984397393256
44622_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,333.0,118.0,28.5545,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,198.2271424401815
44622_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,333.0,118.0,28.5545,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,198.2271424401815
44623_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,524.0,20.0,154.089,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,102.37187113655781
44623_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,524.0,20.0,154.089,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,102.37187113655781
44624_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,1026.0,33.0,40.2187,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,184.00543470234786
44624_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,1026.0,33.0,40.2187,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,184.00543470234786
44625_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,430.0,35.0,17.8309,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,122.67844146385298
44625_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,430.0,35.0,17.8309,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,122.67844146385298
44626_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,228.0,67.0,0.0,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,123.596116443843
44626_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,228.0,67.0,0.0,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,123.596116443843
44627_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,373.0,68.0,62.1438,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,159.26079241294764
44627_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,373.0,68.0,62.1438,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,159.26079241294764
44628_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,289.0,20.0,33.2429,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,76.02631123499285
44628_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,289.0,20.0,33.2429,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,76.02631123499285
44629_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,331.0,17.0,24.4519,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,75.0133321483588
44629_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,331.0,17.0,24.4519,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,75.0133321483588
44630_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,89.0,47.0,60.6203,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,64.67611614808051
44630_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,89.0,47.0,60.6203,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,64.67611614808051
44631_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,215.0,81.0,37.8257,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,131.9659046875366
44631_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,215.0,81.0,37.8257,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,131.9659046875366
44632_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,333.0,122.0,44.0053,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,201.5589243868899
44632_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,333.0,122.0,44.0053,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,201.5589243868899
44633_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,502.0,172.0,34.8629,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,293.84349575922215
44633_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,502.0,172.0,34.8629,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1398.0,1197,0.105,0.5,293.84349575922215
44634_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,216.0,74.0,23.3048,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,126.42784503423286
44634_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,216.0,74.0,23.3048,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,126.42784503423286
44635_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,108.0,96.0,34.8085,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,101.82337649086284
44635_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,108.0,96.0,34.8085,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,101.82337649086284
44636_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,66.0,55.0,23.5584,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,60.249481325568276
44636_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,66.0,55.0,23.5584,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,60.249481325568276
44637_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,69.0,54.0,25.545,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,61.04096984812741
44637_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,69.0,54.0,25.545,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,61.04096984812741
44640_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,166.0,42.0,14.2606,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,83.4985029805924
44640_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,166.0,42.0,14.2606,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,83.4985029805924
44641_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,239.0,96.0,23.959,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,151.4727698300919
44641_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,239.0,96.0,23.959,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,151.4727698300919
44642_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,75.0,44.0,200.0,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,57.445626465380286
44642_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,75.0,44.0,200.0,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,57.445626465380286
44643_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,171.0,60.0,22.6023,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,101.2916580968048
44643_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,171.0,60.0,22.6023,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,101.2916580968048
44644_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,130.0,89.0,73.16,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,107.56393447619885
44644_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,130.0,89.0,73.16,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,107.56393447619885
44645_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,346.0,131.0,78.9247,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,212.89903710444534
44645_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,346.0,131.0,78.9247,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,212.89903710444534
44646_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,117.0,44.0,58.894,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,71.74956445860839
44646_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,117.0,44.0,58.894,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,71.74956445860839
44647_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,109.0,75.0,36.7857,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,90.41570660012562
44647_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,109.0,75.0,36.7857,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,90.41570660012562
44648_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,100.0,53.0,36.0295,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,72.80109889280519
44648_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,100.0,53.0,36.0295,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,72.80109889280519
44649_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,163.0,48.0,21.3809,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,88.45337754998393
44649_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,163.0,48.0,21.3809,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,88.45337754998393
44650_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,268.0,64.0,41.5031,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,130.9656443499592
44650_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,268.0,64.0,41.5031,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,130.9656443499592
44651_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,242.0,66.0,24.0232,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,126.38037822383663
44651_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,242.0,66.0,24.0232,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,126.38037822383663
44652_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,151.0,95.0,52.8073,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,119.77061409210525
44652_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,151.0,95.0,52.8073,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,119.77061409210525
44653_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,84.0,62.0,21.1875,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,72.16647421067486
44653_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,84.0,62.0,21.1875,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,72.16647421067486
44654_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,179.0,70.0,95.7328,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,111.93748255164576
44654_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,,179.0,70.0,95.7328,irregular,unspecific,5,Polystyrene,Polystyrene,,1398.0,1197,0.105,0.5,111.93748255164576
