Sample,SAMPLE TYPE ,TEXTURAL GROUP ,SEDIMENT NAME ,MoM_ari_MEAN,MoM_ari_SORTING,MoM_ari_SKEWNESS,MoM_ari_KURTOSIS,MoM_geo_MEAN,MoM_geo_SORTING,MoM_geo_SKEWNESS,MoM_geo_KURTOSIS,MoM_log_MEAN,MoM_log_SORTING,MoM_log_SKEWNESS,MoM_log_KURTOSIS,FW_geo_MEAN,FW_geo_SORTING,FW_geo_SKEWNESS,FW_geo_KURTOSIS,FW_log_MEAN,FW_log_SORTING,FW_log_SKEWNESS,FW_log_KURTOSIS,FW_des_MEAN,FW_des_SORTING,FW_des_SKEWNESS,FW_des_KURTOSIS,MODE 1 (µm),MODE 2 (µm),MODE 3 (µm),MODE 1 (f),MODE 2 (f),MODE 3 (f),D10 (µm),D50 (µm),D90 (µm),(D90 div D10) (µm),(D90 - D10) (µm),(D75 div D25) (µm),(D75 - D25) (µm),D10 (f),D50 (f),D90 (f),(D90 div D10) (f),(D90 - D10) (f),(D75 div D25) (f),(D75 - D25) (f),perc GRAVEL,perc SAND,perc MUD,perc V COARSE GRAVEL,perc COARSE GRAVEL,perc MEDIUM GRAVEL,perc FINE GRAVEL,perc V FINE GRAVEL,perc V COARSE SAND,perc COARSE SAND,perc MEDIUM SAND,perc FINE SAND,perc V FINE SAND,perc V COARSE SILT,perc COARSE SILT,perc MEDIUM SILT,perc FINE SILT,perc V FINE SILT,perc CLAY
20170425_G25,"Unimodal, Moderately Sorted",Slightly Gravelly Sand,Slightly Very Fine Gravelly Medium Sand,433,332.7,2.006,7.992,319.1,2.642,-2.771,17.77,1.648,1.402,2.771,17.77,345.5,1.976,0.043,1.075,1.533,0.983,-0.043,1.075,Medium Sand,Moderately Sorted,Symmetrical,Mesokurtic,282.4,,,1.826,,,154.1,336,835.9,5.423,681.8,2.447,317.4,0.259,1.574,2.698,10.43,2.439,2.438,1.291,0.3,96.6,3.1,0,0,0,0,0.3,6.3,21.8,39.1,26.4,3,0.8,0.4,0.4,0.4,0.3,0.8
20170425_G26,"Bimodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,34.13,30.7,0.775,2.36,18.13,3.937,-0.947,3.622,5.785,1.977,0.947,3.622,20.03,3.79,-0.225,0.915,5.641,1.922,0.225,0.915,Coarse Silt,Poorly Sorted,Fine Skewed,Mesokurtic,76.51,17.2,,3.71,5.863,,2.823,21.98,82.05,29.07,79.22,7.116,50.89,3.607,5.508,8.469,2.348,4.861,1.694,2.831,0,22.9,77.1,0,0,0,0,0,0,0,0,0.1,22.9,18.4,18,17,10.8,5.3,7.6
20170425_G27,"Unimodal, Moderately Sorted",Slightly Gravelly Sand,Slightly Very Fine Gravelly Medium Sand,496.6,327.7,1.837,7.468,388.9,2.438,-3.29,22.51,1.363,1.286,3.29,22.51,421.2,1.828,-0.019,1.249,1.247,0.871,0.019,1.249,Medium Sand,Moderately Sorted,Symmetrical,Leptokurtic,410.1,,,1.288,,,198.6,417.9,885.8,4.459,687.1,2.044,307.3,0.175,1.259,2.332,13.33,2.157,2.407,1.032,0.3,97.2,2.5,0,0,0,0,0.3,7.1,29.3,46.5,12.3,2.1,0.7,0.4,0.3,0.3,0.2,0.6
20170425_G28,"Trimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,45.23,41.83,0.807,2.65,21.7,4.517,-0.868,3.068,5.526,2.175,0.868,3.068,23.99,4.373,-0.367,0.883,5.381,2.128,0.367,0.883,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,69.7,10.79,18.88,3.844,6.536,5.729,2.448,32.49,108.7,44.41,106.3,9.141,66.2,3.201,4.944,8.674,2.709,5.473,1.851,3.192,0,32.1,67.9,0,0,0,0,0,0,0,0,5.3,26.8,18.6,12.3,12.8,10.1,5.7,8.4
20170425_G29,"Trimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,53.24,53.82,1.162,3.788,24.48,4.576,-0.787,3.115,5.352,2.194,0.787,3.115,26.76,4.411,-0.266,0.884,5.224,2.141,0.266,0.884,Coarse Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,83.99,13.01,10.79,3.575,6.266,6.536,3.125,32.58,132.3,42.35,129.2,9.431,76.1,2.918,4.94,8.322,2.852,5.404,1.911,3.237,0,36.1,63.9,0,0,0,0,0,0,0,0.2,11.4,24.5,14.5,12.9,14.3,10.2,5,7
20170425_G3,"Polymodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Medium Silt,22.78,27.99,1.616,4.543,10.06,4.069,-0.217,2.331,6.635,2.025,0.217,2.331,9.982,4.262,-0.043,0.913,6.646,2.092,0.043,0.913,Medium Silt,Very Poorly Sorted,Symmetrical,Mesokurtic,83.99,8.157,39.83,3.575,6.939,4.652,1.406,10.23,76.6,54.47,75.19,7.972,26.85,3.706,6.611,9.474,2.556,5.767,1.596,2.995,0,13,87,0,0,0,0,0,0,0,0,0,13,11.6,15.1,17.8,17.2,11,14.3
20170425_G30,"Unimodal, Moderately Sorted",Slightly Gravelly Sand,Slightly Very Fine Gravelly Medium Sand,442,292.5,1.78,7.551,336.3,2.659,-3.154,18.37,1.572,1.411,3.154,18.37,376.9,1.899,-0.063,1.335,1.408,0.925,0.063,1.335,Medium Sand,Moderately Sorted,Symmetrical,Leptokurtic,340.3,,,1.557,,,177.6,372.3,794,4.47,616.4,2.093,284.5,0.333,1.425,2.493,7.491,2.16,2.216,1.065,0.1,96.1,3.9,0,0,0,0,0.1,5.3,24.6,47.4,16.3,2.4,1,0.6,0.5,0.5,0.4,0.9
20170425_G31,"Unimodal, Moderately Well Sorted",Slightly Gravelly Sand,Slightly Very Fine Gravelly Medium Sand,398.9,216.7,2.063,11.78,330.8,2.297,-4.299,31.05,1.596,1.2,4.299,31.05,358.9,1.599,-0.001,1.096,1.478,0.677,0.001,1.096,Medium Sand,Moderately Well Sorted,Symmetrical,Mesokurtic,340.3,,,1.557,,,199.3,356.2,653.2,3.278,454,1.827,219.4,0.614,1.489,2.327,3.788,1.713,1.832,0.869,0,97.6,2.4,0,0,0,0,0,1.5,21.5,56.1,17.3,1.2,0.5,0.3,0.3,0.3,0.3,0.7
20170425_G32,"Bimodal, Poorly Sorted",Mud,Medium Silt,13.53,13.77,1.514,4.884,7.375,3.484,-0.557,2.781,7.083,1.801,0.557,2.781,7.618,3.587,-0.171,0.998,7.036,1.843,0.171,0.998,Fine Silt,Poorly Sorted,Fine Skewed,Mesokurtic,8.954,18.88,,6.805,5.729,,1.194,8.545,34.36,28.78,33.17,5.544,15.64,4.863,6.871,9.71,1.997,4.847,1.433,2.471,0,0.5,99.5,0,0,0,0,0,0,0,0,0,0.5,11.5,19.1,21.9,19.4,11.8,15.8
20170425_G33,"Unimodal, Poorly Sorted",Mud,Medium Silt,21.42,23.31,2.088,8.486,11.42,3.624,-0.732,3.478,6.452,1.858,0.732,3.478,12.37,3.572,-0.165,1.105,6.337,1.837,0.165,1.105,Medium Silt,Poorly Sorted,Fine Skewed,Mesokurtic,17.2,,,5.863,,,1.944,13.25,52.78,27.16,50.84,5,22.87,4.244,6.237,9.007,2.122,4.763,1.453,2.322,0,6.4,93.6,0,0,0,0,0,0,0,0,0.6,5.9,16.2,21.8,22.4,15.5,7.6,10
20170425_G34,"Bimodal, Poorly Sorted",Mud,Coarse Silt,24.01,22.62,1.181,3.559,13.3,3.642,-0.925,3.801,6.233,1.865,0.925,3.801,14.83,3.568,-0.187,1.065,6.075,1.835,0.187,1.065,Medium Silt,Poorly Sorted,Fine Skewed,Mesokurtic,17.2,57.84,,5.863,4.113,,2.318,15.82,60.64,26.16,58.32,5.239,28.67,4.044,5.982,8.753,2.165,4.71,1.496,2.389,0,9.1,90.9,0,0,0,0,0,0,0,0,0,9.1,19.3,22,21.1,13.4,6.3,8.8
20170425_G35,"Trimodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,32.5,28.29,0.619,2.106,17.01,4.075,-0.934,3.323,5.877,2.027,0.934,3.323,18.56,3.914,-0.316,0.884,5.752,1.969,0.316,0.884,Coarse Silt,Poorly Sorted,Very Fine Skewed,Platykurtic,69.7,17.2,10.79,3.844,5.863,6.536,2.262,22.74,74.89,33.11,72.63,7.773,49.5,3.739,5.459,8.788,2.35,5.049,1.715,2.958,0,20.1,79.9,0,0,0,0,0,0,0,0,0,20.1,22.9,15.5,15.2,11.1,6.2,8.9
20170425_G36,"Trimodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,26.7,24.69,0.872,2.68,13.83,3.988,-0.811,3.084,6.176,1.996,0.811,3.084,14.98,3.944,-0.253,0.905,6.061,1.98,0.253,0.905,Medium Silt,Poorly Sorted,Fine Skewed,Mesokurtic,57.84,18.88,10.79,4.113,5.729,6.536,1.853,17.44,65.08,35.12,63.22,7.445,38.73,3.942,5.841,9.076,2.303,5.134,1.646,2.896,0,11.7,88.3,0,0,0,0,0,0,0,0,0,11.7,23.9,17.2,16.7,12.8,7.3,10.4
20170425_G37,"Bimodal, Poorly Sorted",Mud,Coarse Silt,21.84,19.73,1.109,3.405,12.5,3.532,-0.978,3.881,6.322,1.821,0.978,3.881,13.92,3.448,-0.217,1.084,6.167,1.786,0.217,1.084,Medium Silt,Poorly Sorted,Fine Skewed,Mesokurtic,18.88,52.69,,5.729,4.248,,2.205,15.22,53.61,24.31,51.41,4.896,25.53,4.221,6.038,8.825,2.091,4.603,1.462,2.292,0,5.3,94.7,0,0,0,0,0,0,0,0,0,5.3,20.5,23.3,21.6,13.6,6.6,9.1
20170425_G38,"Trimodal, Poorly Sorted",Mud,Medium Silt,19.28,20.28,1.298,3.743,9.678,3.817,-0.502,2.628,6.691,1.932,0.502,2.628,10.31,3.996,-0.12,0.941,6.6,1.998,0.12,0.941,Medium Silt,Poorly Sorted,Fine Skewed,Mesokurtic,57.84,8.954,18.88,4.113,6.805,5.729,1.408,10.78,53.31,37.87,51.91,6.765,23.96,4.229,6.535,9.472,2.24,5.243,1.535,2.758,0,5.4,94.6,0,0,0,0,0,0,0,0,0,5.4,17.3,17.4,19.2,17,10.3,13.5
20170425_G39,"Trimodal, Very Poorly Sorted",Mud,Medium Silt,20.74,22.89,1.473,4.38,10.1,3.899,-0.483,2.701,6.629,1.963,0.483,2.701,10.84,4.082,-0.101,0.985,6.527,2.029,0.101,0.985,Medium Silt,Very Poorly Sorted,Fine Skewed,Mesokurtic,8.954,17.2,63.49,6.805,5.863,3.979,1.451,11.13,58.59,40.37,57.14,6.557,24.34,4.093,6.489,9.429,2.303,5.335,1.53,2.713,0,8.4,91.6,0,0,0,0,0,0,0,0,0,8.4,14.9,17.3,19.8,16.9,9.8,13
20170425_G4,"Unimodal, Moderately Sorted",Sand,Moderately Sorted Medium Sand,424.1,200,0.742,2.947,378.1,1.627,-0.173,2.327,1.403,0.702,0.173,2.327,380.3,1.66,-0.07,0.926,1.395,0.732,0.07,0.926,Medium Sand,Moderately Sorted,Symmetrical,Mesokurtic,450.2,,,1.153,,,193,388,718.8,3.725,525.8,2.053,279.7,0.476,1.366,2.374,4.983,1.897,2.186,1.038,0,100,0,0,0,0,0,0,0.4,30.6,47.3,21.2,0.5,0,0,0,0,0,0
20170425_G40,"Bimodal, Very Poorly Sorted",Mud,Medium Silt,21.34,26.19,1.903,6.336,9.791,4.009,-0.381,2.696,6.674,2.003,0.381,2.696,10.38,4.214,-0.066,1.028,6.59,2.075,0.066,1.028,Medium Silt,Very Poorly Sorted,Symmetrical,Mesokurtic,8.954,52.69,,6.805,4.248,,1.395,10.48,59.88,42.93,58.48,6.486,22.85,4.062,6.576,9.486,2.335,5.424,1.518,2.697,0,9.2,90.8,0,0,0,0,0,0,0,0,0.4,8.8,13,16.4,20.2,17.5,10.2,13.5
20170425_G41,"Trimodal, Poorly Sorted",Mud,Medium Silt,15.05,16.16,1.447,4.304,7.669,3.684,-0.431,2.558,7.027,1.881,0.431,2.558,7.96,3.848,-0.115,0.943,6.973,1.944,0.115,0.943,Medium Silt,Poorly Sorted,Fine Skewed,Mesokurtic,8.157,20.73,48,6.939,5.594,4.383,1.19,8.494,42.3,35.54,41.11,6.477,17.92,4.563,6.879,9.715,2.129,5.151,1.485,2.695,0,1.3,98.7,0,0,0,0,0,0,0,0,0,1.3,14.6,17.3,19.3,18.8,12.5,16.3
20170425_G42,"Unimodal, Poorly Sorted",Sand,Poorly Sorted Medium Sand,305.7,172.6,1.207,5.809,228.3,3.026,-3.156,14.56,2.131,1.597,3.156,14.56,277.8,2.154,-0.254,2.46,1.848,1.107,0.254,2.46,Medium Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic,282.4,,,1.826,,,146.5,276.8,522.2,3.565,375.8,1.801,165.5,0.937,1.853,2.771,2.957,1.834,1.595,0.849,0,93.4,6.6,0,0,0,0,0,0.4,11,48.3,31.9,1.7,0.9,1,1.1,1.3,0.8,1.5
20170425_G43,"Polymodal, Very Poorly Sorted",Muddy Sand,Medium Silty Medium Sand,235.8,208.7,0.65,2.372,98.66,6.093,-1.13,3.326,3.341,2.607,1.13,3.326,100.5,6.056,-0.537,0.981,3.315,2.598,0.537,0.981,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,177.2,76.51,8.157,2.499,3.71,6.939,5.469,186.7,546.7,99.95,541.2,10.8,360.4,0.871,2.421,7.514,8.625,6.643,3.577,3.433,0,71.2,28.8,0,0,0,0,0,0,14.2,26.3,20.8,9.9,5.2,5.3,5.4,5.1,3.1,4.7
20170425_G44,"Polymodal, Very Poorly Sorted",Sandy Mud,Fine Sandy Very Coarse Silt,63.72,65.54,0.985,2.979,25.73,5.348,-0.685,2.531,5.28,2.419,0.685,2.531,28.34,5.397,-0.343,0.815,5.141,2.432,0.343,0.815,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,147,69.7,22.76,2.768,3.844,5.459,2.111,39.91,166.2,78.72,164.1,13.93,99.45,2.589,4.647,8.888,3.433,6.299,2.179,3.8,0,40.1,59.9,0,0,0,0,0,0,0,0.6,19.9,19.5,13.7,10.6,10.4,9.5,6.3,9.4
20170425_G45,"Trimodal, Very Poorly Sorted",Muddy Sand,Very Coarse Silty Fine Sand,88.87,86.09,2.354,15.25,39.42,5.359,-1.006,3.003,4.665,2.422,1.006,3.003,41.82,5.067,-0.629,0.864,4.58,2.341,0.629,0.864,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,147,7.43,20.73,2.768,7.074,5.594,2.764,83.56,181.7,65.71,178.9,11.19,126.9,2.461,3.581,8.499,3.454,6.038,2.225,3.485,0,56.6,43.4,0,0,0,0,0,0,0.9,0.6,29.9,25.3,9.3,6.9,7,7.3,5.2,7.6
20170425_G46,"Trimodal, Very Poorly Sorted",Mud,Very Coarse Silt,17.21,18.52,1.357,4.136,8.305,3.95,-0.423,2.386,6.912,1.982,0.423,2.386,8.587,4.159,-0.126,0.868,6.864,2.056,0.126,0.868,Medium Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,43.72,7.43,22.76,4.517,7.074,5.459,1.139,9.247,46.68,40.99,45.54,8.061,22.89,4.421,6.757,9.778,2.212,5.357,1.573,3.011,0,3.1,96.9,0,0,0,0,0,0,0,0,0,3.1,17.6,16.8,17,16.9,11.6,17
20170425_G48,"Trimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Medium Silt,25.01,27.23,1.185,3.405,11.43,4.124,-0.308,2.106,6.451,2.044,0.308,2.106,11.88,4.439,-0.091,0.792,6.395,2.15,0.091,0.792,Medium Silt,Very Poorly Sorted,Symmetrical,Platykurtic,69.7,7.43,27.43,3.844,7.074,5.19,1.465,12.26,69.82,47.67,68.36,9.809,36,3.84,6.35,9.415,2.452,5.575,1.71,3.294,0,14.7,85.3,0,0,0,0,0,0,0,0,0.2,14.5,14.8,15.4,15.7,15.2,10.2,14
20170425_G49,"Trimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,25.17,25.35,1.027,2.938,12.11,4.16,-0.605,2.648,6.368,2.057,0.605,2.648,13,4.256,-0.18,0.866,6.266,2.09,0.18,0.866,Medium Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,63.49,8.954,18.88,3.979,6.805,5.729,1.535,14.33,66.38,43.23,64.84,8.639,36.75,3.913,6.125,9.347,2.389,5.434,1.678,3.111,0,12.3,87.7,0,0,0,0,0,0,0,0,0,12.3,19.8,16,16.2,14.5,8.9,12.3
20170425_G5,"Trimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,36.59,32.51,0.533,1.854,18.18,4.287,-0.818,2.929,5.782,2.1,0.818,2.929,19.52,4.123,-0.298,0.821,5.679,2.044,0.298,0.821,Coarse Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,76.51,10.79,36.28,3.71,6.536,4.786,2.231,23.75,84.2,37.74,81.97,9.49,60.01,3.57,5.396,8.808,2.467,5.238,1.833,3.246,0,28.8,71.2,0,0,0,0,0,0,0,0,0,28.7,16.5,13,14.7,11.5,6.4,9
20170425_G50,"Trimodal, Very Poorly Sorted",Mud,Very Coarse Silt,19.51,20.33,1.116,3.158,9.207,4.125,-0.451,2.282,6.763,2.045,0.451,2.282,9.603,4.363,-0.165,0.829,6.702,2.125,0.165,0.829,Medium Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,52.69,24.99,7.43,4.248,5.324,7.074,1.16,10.8,53.54,46.17,52.38,9.118,27.02,4.223,6.533,9.752,2.309,5.529,1.632,3.189,0,4.7,95.3,0,0,0,0,0,0,0,0,0,4.7,19.5,17.8,15.2,14.9,11,16.8
20170425_G51,"Polymodal, Very Poorly Sorted",Muddy Sand,Very Coarse Silty Fine Sand,143.1,167.5,1.809,6.413,50.95,6.34,-0.81,2.801,4.295,2.665,0.81,2.801,51.79,6.344,-0.425,0.957,4.271,2.665,0.425,0.957,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,194.5,542.5,22.76,2.364,0.884,5.459,2.919,89.68,359.5,123.2,356.6,13.26,187.8,1.476,3.479,8.42,5.705,6.944,2.622,3.729,0,56.6,43.4,0,0,0,0,0,0,6,10.5,26,14.1,10.1,8.1,6.8,6.3,4.7,7.4
20170425_G52,"Polymodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,41.42,37.57,0.596,2.045,19.08,4.781,-0.809,2.691,5.712,2.257,0.809,2.691,20.39,4.736,-0.409,0.804,5.616,2.244,0.409,0.804,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,92.2,43.72,22.76,3.441,4.517,5.459,1.724,30.08,97.61,56.63,95.89,11.52,68.05,3.357,5.055,9.18,2.735,5.824,1.941,3.525,0,31.4,68.6,0,0,0,0,0,0,0,0,1.1,30.3,17.9,12.6,10.4,9.5,7.2,11.1
20170425_G55,"Unimodal, Poorly Sorted",Muddy Sand,Very Coarse Silty Medium Sand,310.5,267.1,1.591,5.7,177.9,4.329,-2.1,8.287,2.491,2.114,2.1,8.287,221.5,3.394,-0.313,2.006,2.175,1.763,0.313,2.006,Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,257.2,,,1.961,,,35.19,242.1,679.6,19.31,644.4,2.815,253.1,0.557,2.047,4.828,8.664,4.271,2.107,1.493,0,87.1,12.9,0,0,0,0,0,3.5,13.8,30.7,29.6,9.4,3.4,2,1.8,1.7,1.4,2.7
20170425_G56,"Unimodal, Very Poorly Sorted",Muddy Sand,Very Coarse Silty Medium Sand,276.8,240.3,1.518,6.393,131,5.743,-1.574,4.856,2.932,2.522,1.574,4.856,137.8,5.008,-0.627,1.571,2.859,2.324,0.627,1.571,Fine Sand,Very Poorly Sorted,Very Fine Skewed,Very Leptokurtic,310,,,1.691,,,7.244,256.6,541.5,74.75,534.2,4.5,287,0.885,1.962,7.109,8.033,6.224,2.509,2.17,0,77.5,22.5,0,0,0,0,0,2.2,9.7,39.8,19.1,6.7,4.8,3.8,3.5,3.4,2.7,4.3
20170425_G6,"Unimodal, Moderately Well Sorted",Sand,Moderately Well Sorted Medium Sand,434.6,182.2,0.794,3.198,397.9,1.525,-0.111,2.508,1.329,0.609,0.111,2.508,399.5,1.543,-0.018,0.952,1.324,0.626,0.018,0.952,Medium Sand,Moderately Well Sorted,Symmetrical,Mesokurtic,410.1,,,1.288,,,227.4,400.9,697.5,3.067,470.1,1.832,245.8,0.52,1.319,2.137,4.111,1.617,1.986,0.873,0,100,0,0,0,0,0,0,0.3,30.8,54.4,14.5,0,0,0,0,0,0,0
20170425_G7,"Trimodal, Very Poorly Sorted",Muddy Sand,Very Coarse Silty Very Fine Sand,65.35,52.16,0.256,1.791,31.86,4.799,-1.023,3.03,4.972,2.263,1.023,3.03,35.15,4.517,-0.627,0.83,4.83,2.175,0.627,0.83,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,111.1,8.157,18.88,3.172,6.939,5.729,2.877,65.96,136,47.27,133.1,10.47,98.56,2.878,3.922,8.441,2.933,5.563,2.06,3.389,0,51.5,48.5,0,0,0,0,0,0,0,0,15.4,36.1,10.5,7.9,9,8.5,5.3,7.4
20170425_G8,"Trimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,47.62,36.88,0.16,1.63,24.55,4.435,-1.042,3.133,5.348,2.149,1.042,3.133,27.4,4.126,-0.633,0.839,5.189,2.045,0.633,0.839,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,83.99,8.954,17.2,3.575,6.805,5.863,2.536,49.29,95.96,37.84,93.42,9.041,70.96,3.381,4.343,8.623,2.55,5.242,1.871,3.177,0,41.8,58.2,0,0,0,0,0,0,0,0,0.5,41.3,16.4,8.6,10.1,9.3,5.7,8.1
20170425_G9,"Bimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Medium Silt,24.52,25.27,1.063,2.891,11.89,4.03,-0.54,2.639,6.394,2.011,0.54,2.639,12.92,4.179,-0.117,0.869,6.274,2.063,0.117,0.869,Medium Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,63.49,10.79,,3.979,6.536,,1.633,13.13,66.66,40.82,65.03,8.289,35.8,3.907,6.251,9.258,2.37,5.351,1.661,3.051,0,12.7,87.3,0,0,0,0,0,0,0,0,0,12.7,17,15.7,18.5,15.4,9,11.7
20170426_G57,"Trimodal, Very Poorly Sorted",Muddy Sand,Very Coarse Silty Fine Sand,152.6,195.4,2.215,9.307,49.26,6.749,-0.715,2.663,4.343,2.755,0.715,2.663,51.38,6.922,-0.353,0.91,4.283,2.791,0.353,0.91,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,177.2,22.76,7.43,2.499,5.459,7.074,2.634,79.88,408,154.9,405.3,15.88,201.6,1.293,3.646,8.569,6.625,7.275,2.8,3.989,0,54.9,45.1,0,0,0,0,0,0.8,5.4,14.8,18.9,15,10.5,8.1,6.9,6.6,4.9,8
20170426_G60,"Polymodal, Very Poorly Sorted",Muddy Sand,Very Coarse Silty Medium Sand,212.6,253.3,1.724,5.984,71.67,6.785,-0.852,2.968,3.802,2.762,0.852,2.968,73.74,6.972,-0.351,0.974,3.761,2.801,0.351,0.974,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,373.6,133.9,22.76,1.422,2.902,5.459,3.663,111.5,551.7,150.6,548.1,13.88,302,0.858,3.164,8.093,9.433,7.235,3.343,3.795,0,62.5,37.5,0,0,0,0,0,2.1,10.3,19.5,15.5,15.2,9.6,6.8,5.5,5.2,3.9,6.5
20170426_G61,"Polymodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,34.59,36.01,1.053,3.043,14.98,4.759,-0.609,2.494,6.061,2.251,0.609,2.494,15.9,4.922,-0.247,0.839,5.975,2.299,0.247,0.839,Coarse Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,92.2,22.76,8.954,3.441,5.459,6.805,1.456,19.64,92.91,63.81,91.46,11.08,51.96,3.428,5.67,9.424,2.749,5.996,1.84,3.47,0,22.5,77.5,0,0,0,0,0,0,0,0,1.7,20.9,17.1,15.3,12.8,11.4,8,12.9
20170426_G62,"Unimodal, Poorly Sorted",Muddy Sand,Very Coarse Silty Fine Sand,125.5,61.27,-0.476,2.517,89.19,3.331,-2.517,9.148,3.487,1.736,2.517,9.148,111.3,2.437,-0.616,2.553,3.168,1.285,0.616,2.553,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,161.4,,,2.633,,,19.59,134.4,198.3,10.12,178.7,1.868,78.63,2.334,2.896,5.674,2.431,3.34,1.352,0.902,0,82.6,17.4,0,0,0,0,0,0,0,0.3,56.5,25.7,5.4,2.9,2.2,2.2,1.6,3.1
20170426_G64,"Unimodal, Moderately Sorted",Muddy Sand,Very Coarse Silty Fine Sand,140.6,58.67,-0.6,3.075,109.9,2.834,-3.237,14.15,3.186,1.503,3.237,14.15,136,1.975,-0.506,2.629,2.878,0.982,0.506,2.629,Fine Sand,Moderately Sorted,Very Fine Skewed,Very Leptokurtic,161.4,,,2.633,,,53.92,147,210.3,3.901,156.4,1.634,70.1,2.249,2.766,4.213,1.873,1.964,1.287,0.708,0,88.8,11.2,0,0,0,0,0,0,0,1.1,65.4,22.3,3.6,1.7,1.3,1.3,1,2.3
20170426_G65,"Unimodal, Poorly Sorted",Muddy Sand,Very Coarse Silty Fine Sand,121.7,59.13,-0.085,2.887,90.75,3.009,-2.757,10.96,3.462,1.589,2.757,10.96,113.7,2.207,-0.458,2.524,3.137,1.142,0.458,2.524,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,133.9,,,2.902,,,32.78,122.9,197.1,6.011,164.3,1.798,70.43,2.343,3.024,4.931,2.104,2.588,1.319,0.846,0,85.2,14.8,0,0,0,0,0,0,0,1.5,46.8,36.8,5,2.3,1.8,1.8,1.4,2.6
20170426_G66,"Unimodal, Moderately Sorted",Sand,Moderately Sorted Fine Sand,250.9,122.9,1.092,6.602,200.8,2.622,-3.696,19.69,2.316,1.391,3.696,19.69,234.2,1.714,-0.22,1.783,2.094,0.777,0.22,1.783,Fine Sand,Moderately Sorted,Fine Skewed,Very Leptokurtic,234.3,,,2.095,,,128.1,237,390.7,3.051,262.6,1.676,123.1,1.356,2.077,2.965,2.187,1.609,1.435,0.745,0,94.6,5.4,0,0,0,0,0,0,3.9,40.4,46,4.3,1.1,0.8,0.8,0.8,0.6,1.3
20170426_G67,"Unimodal, Poorly Sorted",Sand,Poorly Sorted Fine Sand,206.4,123.2,1.615,8.436,153.4,2.941,-2.89,12.93,2.704,1.556,2.89,12.93,181.4,2.121,-0.35,2.595,2.462,1.085,0.35,2.595,Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,213.5,,,2.23,,,70.65,193.8,320.5,4.536,249.8,1.717,103.4,1.642,2.368,3.823,2.329,2.182,1.387,0.78,0,90.9,9.1,0,0,0,0,0,0.1,3.9,20.3,57,9.7,2.6,1.5,1.1,1.2,1,1.8
20170426_G69,"Unimodal, Well Sorted",Sand,Well Sorted Fine Sand,244.6,93.96,1.34,10.25,214.5,2.102,-5.09,35.8,2.221,1.072,5.09,35.8,234.8,1.381,-0.127,1.211,2.091,0.466,0.127,1.211,Fine Sand,Well Sorted,Fine Skewed,Leptokurtic,234.3,,,2.095,,,154.5,237.6,339.4,2.196,184.9,1.479,92.98,1.559,2.073,2.694,1.728,1.135,1.314,0.565,0,97.2,2.8,0,0,0,0,0,0,1.9,41,51.6,2.7,0.6,0.3,0.3,0.4,0.3,0.9
