Sample,WWTP_influence_as_tracer_mean_dist__sed_18µm_allseasons_444,WWTP_influence_as_endpoints_mean_dist__sed_18µm_allseasons_444,WWTP_influence_as_cumulated_residence__sed_18µm_allseasons_444,WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444,WWTP_influence_as_tracer_mean_dist__nosed_18µm_spring_444,WWTP_influence_as_endpoints_mean_dist__nosed_18µm_spring_444,WWTP_influence_as_cumulated_residence__nosed_18µm_spring_444,WWTP_influence_as_mean_time_travelled__nosed_18µm_spring_444,WWTP_influence_as_tracer_mean_dist__nosed_allsizes_spring_444,WWTP_influence_as_endpoints_mean_dist__nosed_allsizes_spring_444,WWTP_influence_as_cumulated_residence__nosed_allsizes_spring_444,WWTP_influence_as_mean_time_travelled__nosed_allsizes_spring_444,WWTP_influence_as_tracer_mean_dist__sed_18µm_autumn_222,WWTP_influence_as_endpoints_mean_dist__sed_18µm_autumn_222,WWTP_influence_as_cumulated_residence__sed_18µm_autumn_222,WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222,WWTP_influence_as_tracer_mean_dist__sed_18µm_autumn_444,WWTP_influence_as_endpoints_mean_dist__sed_18µm_autumn_444,WWTP_influence_as_cumulated_residence__sed_18µm_autumn_444,WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_444,WWTP_influence_as_tracer_mean_dist__nosed_18µm_autumn_222,WWTP_influence_as_endpoints_mean_dist__nosed_18µm_autumn_222,WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222,WWTP_influence_as_mean_time_travelled__nosed_18µm_autumn_222,WWTP_influence_as_tracer_mean_dist__nosed_allsizes_autumn_222,WWTP_influence_as_endpoints_mean_dist__nosed_allsizes_autumn_222,WWTP_influence_as_cumulated_residence__nosed_allsizes_autumn_222,WWTP_influence_as_mean_time_travelled__nosed_allsizes_autumn_222,WWTP_influence_as_tracer_mean_dist__nosed_allsizes_allseasons_444,WWTP_influence_as_endpoints_mean_dist__nosed_allsizes_allseasons_444,WWTP_influence_as_cumulated_residence__nosed_allsizes_allseasons_444,WWTP_influence_as_mean_time_travelled__nosed_allsizes_allseasons_444,WWTP_influence_as_tracer_mean_dist__sed_allsizes_allseasons_444,WWTP_influence_as_endpoints_mean_dist__sed_allsizes_allseasons_444,WWTP_influence_as_cumulated_residence__sed_allsizes_allseasons_444,WWTP_influence_as_mean_time_travelled__sed_allsizes_allseasons_444,WWTP_influence_as_tracer_mean_dist__sed_18µm_allseasons_222,WWTP_influence_as_endpoints_mean_dist__sed_18µm_allseasons_222,WWTP_influence_as_cumulated_residence__sed_18µm_allseasons_222,WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_222,WWTP_influence_as_tracer_mean_dist__nosed_18µm_allseasons_222,WWTP_influence_as_endpoints_mean_dist__nosed_18µm_allseasons_222,WWTP_influence_as_cumulated_residence__nosed_18µm_allseasons_222,WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222,WWTP_influence_as_tracer_mean_dist__nosed_18µm_spring_222,WWTP_influence_as_endpoints_mean_dist__nosed_18µm_spring_222,WWTP_influence_as_cumulated_residence__nosed_18µm_spring_222,WWTP_influence_as_mean_time_travelled__nosed_18µm_spring_222,WWTP_influence_as_tracer_mean_dist__nosed_allsizes_allseasons_222,WWTP_influence_as_endpoints_mean_dist__nosed_allsizes_allseasons_222,WWTP_influence_as_cumulated_residence__nosed_allsizes_allseasons_222,WWTP_influence_as_mean_time_travelled__nosed_allsizes_allseasons_222,WWTP_influence_as_tracer_mean_dist__nosed_allsizes_autumn_444,WWTP_influence_as_endpoints_mean_dist__nosed_allsizes_autumn_444,WWTP_influence_as_cumulated_residence__nosed_allsizes_autumn_444,WWTP_influence_as_mean_time_travelled__nosed_allsizes_autumn_444,WWTP_influence_as_tracer_mean_dist__sed_18µm_spring_444,WWTP_influence_as_endpoints_mean_dist__sed_18µm_spring_444,WWTP_influence_as_cumulated_residence__sed_18µm_spring_444,WWTP_influence_as_mean_time_travelled__sed_18µm_spring_444,WWTP_influence_as_tracer_mean_dist__nosed_18µm_autumn_444,WWTP_influence_as_endpoints_mean_dist__nosed_18µm_autumn_444,WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_444,WWTP_influence_as_mean_time_travelled__nosed_18µm_autumn_444,WWTP_influence_as_tracer_mean_dist__sed_18µm_spring_222,WWTP_influence_as_endpoints_mean_dist__sed_18µm_spring_222,WWTP_influence_as_cumulated_residence__sed_18µm_spring_222,WWTP_influence_as_mean_time_travelled__sed_18µm_spring_222,WWTP_influence_as_tracer_mean_dist__sed_allsizes_allseasons_222,WWTP_influence_as_endpoints_mean_dist__sed_allsizes_allseasons_222,WWTP_influence_as_cumulated_residence__sed_allsizes_allseasons_222,WWTP_influence_as_mean_time_travelled__sed_allsizes_allseasons_222,WWTP_influence_as_tracer_mean_dist__nosed_allsizes_spring_222,WWTP_influence_as_endpoints_mean_dist__nosed_allsizes_spring_222,WWTP_influence_as_cumulated_residence__nosed_allsizes_spring_222,WWTP_influence_as_mean_time_travelled__nosed_allsizes_spring_222
Schlei_S2,3034.681657614282,3244.323812653494,22287,106.8140625,3497.0825168115366,3915.010701693862,5070,137.46105919003116,2161.570276514813,2230.583346863825,958,151.9344262295082,3374.921236267246,4058.912001400157,6025,106.97394136807816,3374.921236267246,4058.912001400157,12706,106.89578713968956,3716.135503253647,5077.399869572877,4657,138.17777777777778,2464.524487965629,2622.8259025525563,843,123.08196721311477,2290.2322617547434,2394.1170194623587,3662,137.12878787878788,2257.4231142031035,2323.116417058545,3621,109.64406779661016,3034.681657614282,3244.323812653494,9747,110.96279069767442,3313.7297115267484,3939.489898111053,8387,145.41482965931863,3497.0825168115366,3915.010701693862,1963,155.4064171122995,2290.2322617547434,2394.1170194623587,1459,152.0108695652174,2464.524487965629,2622.8259025525563,1874,140.8421052631579,3214.943327204806,3257.7659485354525,4184,97.7607843137255,3716.135503253647,5077.399869572877,10231,135.33205374280232,3214.943327204806,3257.7659485354525,1645,114.8905109489051,2257.4231142031035,2323.116417058545,1780,110.53246753246754,2161.570276514813,2230.583346863825,338,180.37142857142857
Schlei_S20,5039.9484471635205,5243.090820462667,3810,158.7927927927928,4749.119165521475,4683.20795669555,2115,191.5174129353234,5543.330911259941,5543.238366284393,464,207.7317073170732,5295.820919695455,5706.220794413494,558,182.7185185185185,5295.820919695455,5706.220794413494,1660,173.8820512820513,5133.972832592624,5559.367188326254,575,211.23584905660377,5280.952834828916,5299.672963979938,119,216.45833333333331,5440.149846492094,5421.524940272665,1016,183.3978494623656,5452.220235630093,5422.546670967623,635,149.41095890410958,5039.9484471635205,5243.090820462667,1219,173.36186770428014,4939.105156948376,5106.4006859989095,1533,207.48467966573816,4749.119165521475,4683.20795669555,628,202.45341614906832,5440.149846492094,5421.524940272665,302,212.66233766233765,5280.952834828916,5299.672963979938,380,191.3692307692308,4823.95142800149,4896.773210367586,1389,149.77333333333334,5133.972832592624,5559.367188326254,1904,212.60666666666663,4823.95142800149,4896.773210367586,417,169.73043478260868,5452.220235630093,5422.546670967623,192,168.01785714285714,5543.330911259941,5543.238366284393,138,219.75757575757572
Schlei_S21,7356.12647432403,7509.483183797523,1575,181.2274881516588,6932.188011649971,6791.60044137475,920,197.84873949579836,8089.388785584375,8068.805430777812,193,215.5,7507.77269819048,7817.168411893178,109,191.6315789473684,7507.77269819048,7817.168411893178,444,196.85245901639345,7279.887517595388,7457.699369644124,200,224.41176470588235,7787.839662710448,7781.497113911514,44,204.64285714285717,7974.935365049127,7936.127984013841,436,222.15384615384616,7995.016882641895,7954.379739714887,260,172.05,7356.12647432403,7509.483183797523,571,184.04166666666663,7193.182979494253,7222.146251418347,534,225.88198757763976,6932.188011649971,6791.60044137475,221,218.6056338028169,7974.935365049127,7936.127984013841,111,240.875,7787.839662710448,7781.497113911514,153,217.34375,7080.477125569611,7138.654520216183,716,166.34408602150538,7279.887517595388,7457.699369644124,773,230.0171428571429,7080.477125569611,7138.654520216183,170,189.61111111111111,7995.016882641895,7954.379739714887,69,184.0909090909091,8089.388785584375,8068.805430777812,31,284.1666666666667
Schlei_S22,10631.922061411531,10702.215178332252,2302,192.6904761904762,10162.141475827264,10004.524936640768,845,205.54098360655735,11276.564842725174,11253.911679420788,144,199.28571428571428,10656.977107170653,10782.948449382797,171,190.35416666666663,10656.977107170653,10782.948449382797,1182,210.52631578947367,10457.614614560596,10377.856665888348,294,241.2933333333333,10991.3288401366,10942.520329171202,49,212.58823529411765,11158.583196945565,11099.114164846718,324,225.37142857142857,11178.559838367792,11123.788033182893,373,196.1851851851852,10631.922061411531,10702.215178332252,537,186.6067415730337,10465.997000080151,10378.521928904916,640,234.44444444444449,10162.141475827264,10004.524936640768,302,213.73076923076923,11158.583196945565,11099.114164846718,124,220.54166666666663,10991.3288401366,10942.520329171202,139,233.04166666666663,10327.967496662886,10352.8045237347,1071,170.20408163265307,10457.614614560596,10377.856665888348,771,239.46226415094335,10327.967496662886,10352.8045237347,354,177.26829268292684,11178.559838367792,11123.788033182893,68,183.94117647058823,11276.564842725174,11253.911679420788,63,204.8571428571429
Schlei_S23,11922.94222192386,11962.9349731263,314,236.3947368421053,11455.178309899817,11272.071960822665,848,245.0,12536.620447833222,12511.735086963454,28,190.0,11908.835746754494,11961.306242449164,23,314.0,11908.835746754494,11961.306242449164,96,277.77777777777777,11717.26730237247,11539.133880327909,68,325.57142857142856,12256.072613245306,12197.147021139072,26,327.1666666666667,12417.467824009667,12353.056908602766,148,269.25,12437.383243817889,12379.804702425308,33,247.6,11922.94222192386,11962.9349731263,104,257.47058823529414,11755.57710048886,11623.264397912586,434,297.875,11455.178309899817,11272.071960822665,351,259.7894736842105,12417.467824009667,12353.056908602766,28,303.85714285714283,12256.072613245306,12197.147021139072,114,293.85714285714283,11630.895836673995,11641.1680625545,175,181.4375,11717.26730237247,11539.133880327909,287,302.4516129032258,11630.895836673995,11641.1680625545,66,170.85714285714286,12437.383243817889,12379.804702425308,6,346.0,12536.620447833222,12511.735086963454,2,163.0
Schlei_S24,13847.95339028926,13847.916881914618,591,206.70212765957447,13368.146114997528,13139.669524982564,318,248.88888888888889,14586.025979877855,14553.272536133409,59,185.66666666666663,13776.085671488636,13739.36160324632,104,211.5121951219512,13776.085671488636,13739.36160324632,249,206.58333333333331,13568.445490515362,13241.264939225786,175,249.91379310344828,14283.69323961902,14212.29512962238,60,191.64285714285717,14459.85054154031,14386.454448613613,246,248.31034482758625,14481.682075260298,14419.496124682457,258,196.1304347826087,13847.95339028926,13847.916881914618,321,211.1904761904762,13666.335156538098,13458.634388245651,378,252.6888888888889,13368.146114997528,13139.669524982564,160,242.30769230769232,14459.85054154031,14386.454448613613,116,215.8571428571429,14283.69323961902,14212.29512962238,151,235.23809523809524,13559.527147313302,13548.265778617171,259,201.17391304347825,13568.445490515362,13241.264939225786,475,254.43023255813952,13559.527147313302,13548.265778617171,185,209.41176470588235,14481.682075260298,14419.496124682457,190,184.2941176470588,14586.025979877855,14553.272536133409,38,169.66666666666666
Schlei_S25,19986.361751095697,19879.45870231229,235,244.55555555555557,19553.002163157737,19262.093842908995,76,302.22222222222223,20765.60503812789,20721.734518091,0,489.0,19796.245516228275,19483.66384436046,7,261.5,19796.245516228275,19483.66384436046,52,254.28571428571428,19594.703365068108,18868.83201115583,49,342.07142857142856,20454.7730478936,20336.211317652767,4,357.0,20631.614427058903,20537.02020610673,67,258.8333333333333,20653.437401185136,20580.62541389772,184,198.0,19986.361751095697,19879.45870231229,11,245.7142857142857,19802.444754159347,19429.83248381014,75,310.8636363636364,19553.002163157737,19262.093842908995,20,267.3333333333333,20631.614427058903,20537.02020610673,6,258.5,20454.7730478936,20336.211317652767,26,241.25,19753.538928922186,19709.70607384225,6,234.33333333333331,19594.703365068108,18868.83201115583,185,308.0344827586207,19753.538928922186,19709.70607384225,3,272.0,20653.437401185136,20580.62541389772,1,130.0,20765.60503812789,20721.734518091,0,489.0
Schlei_S26,22575.02274039487,22431.618451951763,126,229.875,22145.777629313005,21835.82976831621,15,238.0,23387.84255869697,23340.37272034182,3,223.0,22362.089440820037,21946.8296317291,18,254.8,22362.089440820037,21946.8296317291,81,233.42857142857144,22145.33347335548,21260.48939200684,23,282.84615384615387,23068.08255053461,22929.621010442424,1,405.0,23250.926304809167,23148.778919788096,41,266.6666666666667,23273.521782205386,23195.696123603782,31,217.66666666666663,22575.02274039487,22431.618451951763,29,251.92307692307693,22383.013488062268,21947.2767442612,38,274.7894736842105,22145.777629313005,21835.82976831621,5,252.25,23250.926304809167,23148.778919788096,7,347.6666666666667,23068.08255053461,22929.621010442424,20,257.44444444444446,22352.64784864554,22304.60760581066,4,175.0,22145.33347335548,21260.48939200684,117,279.5,22352.64784864554,22304.60760581066,1,192.0,23273.521782205386,23195.696123603782,6,390.5,23387.84255869697,23340.37272034182,1,262.0
Schlei_S27,23763.42803995048,23604.971045677008,46,261.0625,23343.369491449183,23034.34444953273,5,217.33333333333331,24540.83126002153,24493.30584122347,2,243.0,23545.67461724244,23085.1859360293,5,193.0,23545.67461724244,23085.1859360293,35,253.92307692307693,23328.97782918949,22378.302277399383,5,193.0,24226.40417398854,24079.178395592204,0,489.0,24404.92703082983,24300.38596191668,17,306.5,24427.4141981348,24348.050914026997,9,286.3333333333333,23763.42803995048,23604.971045677008,5,193.0,23572.606646558048,23114.3426879087,5,193.0,23343.369491449183,23034.34444953273,0,489.0,24404.92703082983,24300.38596191668,0,489.0,24226.40417398854,24079.178395592204,8,328.3333333333333,23547.749560902022,23499.50817844524,1,191.0,23328.97782918949,22378.302277399383,50,293.8333333333333,23547.749560902022,23499.50817844524,0,489.0,24427.4141981348,24348.050914026997,0,489.0,24540.83126002153,24493.30584122347,0,489.0
Schlei_S29,25914.578605581235,25739.4991225978,83,233.52380952380952,25518.896676275395,25222.18767671869,4,237.66666666666663,26574.762001984167,26529.002218323163,2,234.0,25697.785407396877,25181.48596690188,40,229.4375,25697.785407396877,25181.48596690188,82,226.1,25488.541558508317,24453.51478476624,57,259.7916666666667,26280.844289648463,26120.89155281325,10,327.8,26443.757679134345,26337.13104009127,28,265.44444444444446,26465.422272636024,26385.374760612147,12,238.4,25914.578605581235,25739.4991225978,40,229.4375,25731.17081771543,25248.684522693147,58,265.84,25518.896676275395,25222.18767671869,0,489.0,26443.757679134345,26337.13104009127,10,327.8,26280.844289648463,26120.89155281325,26,269.375,25713.99516154615,25670.29145136161,0,489.0,25488.541558508317,24453.51478476624,117,263.06060606060606,25713.99516154615,25670.29145136161,0,489.0,26465.422272636024,26385.374760612147,2,309.5,26574.762001984167,26529.002218323163,0,489.0
Schlei_S2_15cm,3034.681657614282,3244.323812653494,22287,106.8140625,3497.0825168115366,3915.010701693862,5070,137.46105919003116,2161.570276514813,2230.583346863825,958,151.9344262295082,3374.921236267246,4058.912001400157,6025,106.97394136807816,3374.921236267246,4058.912001400157,12706,106.89578713968956,3716.135503253647,5077.399869572877,4657,138.17777777777778,2464.524487965629,2622.8259025525563,843,123.08196721311477,2290.2322617547434,2394.1170194623587,3662,137.12878787878788,2257.4231142031035,2323.116417058545,3621,109.64406779661016,3034.681657614282,3244.323812653494,9747,110.96279069767442,3313.7297115267484,3939.489898111053,8387,145.41482965931863,3497.0825168115366,3915.010701693862,1963,155.4064171122995,2290.2322617547434,2394.1170194623587,1459,152.0108695652174,2464.524487965629,2622.8259025525563,1874,140.8421052631579,3214.943327204806,3257.7659485354525,4184,97.7607843137255,3716.135503253647,5077.399869572877,10231,135.33205374280232,3214.943327204806,3257.7659485354525,1645,114.8905109489051,2257.4231142031035,2323.116417058545,1780,110.53246753246754,2161.570276514813,2230.583346863825,338,180.37142857142857
Schlei_S3,2624.0573473351897,2817.359790632134,49738,100.8484076433121,3048.941851159087,3434.205711745524,11033,137.51138716356107,1881.2982686361668,1942.9266439695737,2379,138.57894736842104,3018.568856697775,3675.687723064186,7783,104.33182844243792,3018.568856697775,3675.687723064186,18128,100.36842105263158,3357.958019101772,4654.694016805394,4707,128.8787313432836,2089.708276187229,2216.821084768444,1314,156.3679245283019,1966.6949833174915,2051.7845480850788,7646,147.13095238095238,1932.831320852808,1979.7202378719355,10900,122.31012658227849,2624.0573473351897,2817.359790632134,19792,105.9405487804878,2905.2043948811192,3502.3101860501056,12885,138.0056179775281,3048.941851159087,3434.205711745524,3615,151.58035714285714,1966.6949833174915,2051.7845480850788,2641,146.97080291970804,2089.708276187229,2216.821084768444,3844,155.56944444444446,2759.0839593208857,2786.699489241653,16739,107.6504854368932,3357.958019101772,4654.694016805394,12758,130.70631424375918,2759.0839593208857,2786.699489241653,6454,117.16793893129773,1932.831320852808,1979.7202378719355,4317,120.73809523809524,1881.2982686361668,1942.9266439695737,746,141.546875
Schlei_S30,26757.59207431591,26576.136520914053,91,261.9375,26367.90909649862,26073.163643285818,3,260.5,27389.40394608716,27343.81159016384,1,264.0,26540.960644516817,26004.385710008173,42,255.5,26540.960644516817,26004.385710008173,89,251.8,26333.45857705688,25268.589312604232,54,285.2105263157895,27100.57721872217,26936.10997654836,8,335.0,27259.678219653382,27152.02254126853,17,304.5,27281.13529047921,27200.690721120776,8,284.0,26757.59207431591,26576.136520914053,42,255.5,26575.885857618927,26083.69330243748,57,285.0,26367.90909649862,26073.163643285818,1,258.0,27259.678219653382,27152.02254126853,8,335.0,27100.57721872217,26936.10997654836,16,312.6,26561.00875256454,26518.50922951993,0,489.0,26333.45857705688,25268.589312604232,117,285.4,26561.00875256454,26518.50922951993,0,489.0,27281.13529047921,27200.690721120776,4,413.0,27389.40394608716,27343.81159016384,0,489.0
Schlei_S31,30789.84454173809,30555.55072070696,14,290.44444444444446,30374.94397524652,30029.33747526268,5,281.5,31552.20163656065,31496.803824645027,1,269.0,30552.20472506018,29870.61924947891,5,306.25,30552.20472506018,29870.61924947891,13,276.625,30320.90631672756,28995.091489056154,7,329.3333333333333,31236.02819238617,31033.466115300027,3,372.0,31415.358920837218,31290.29090751404,13,290.57142857142856,31438.84243870391,31348.782153086893,6,287.5,30789.84454173809,30555.55072070696,6,325.2,30590.89403863017,29983.86343328354,10,326.6666666666667,30374.94397524652,30029.33747526268,2,281.5,31415.358920837218,31290.29090751404,4,346.25,31236.02819238617,31033.466115300027,12,294.1666666666667,30586.982654077543,30538.91725561913,0,489.0,30320.90631672756,28995.091489056154,22,282.15384615384613,30586.982654077543,30538.91725561913,0,489.0,31438.84243870391,31348.782153086893,2,338.0,31552.20163656065,31496.803824645027,1,269.0
Schlei_S32,29927.13649591232,29712.166019756525,3,434.0,29532.27780025243,29216.670029992038,24,297.0,30585.46575540092,30535.573058542366,0,489.0,29699.630390061702,29068.06404384876,0,489.0,29699.630390061702,29068.06404384876,3,434.0,29483.02046870708,28258.23220340339,0,489.0,30289.94732124247,30102.31033390328,0,489.0,30453.841604926303,30336.8236566826,0,489.0,30476.01895597988,30390.46222251325,0,489.0,29927.13649591232,29712.166019756525,0,489.0,29739.05990266857,29180.960354080744,18,295.0,29532.27780025243,29216.670029992038,18,295.0,30453.841604926303,30336.8236566826,0,489.0,30289.94732124247,30102.31033390328,0,489.0,29732.598937360544,29688.573946735178,0,489.0,29483.02046870708,28258.23220340339,3,434.0,29732.598937360544,29688.573946735178,0,489.0,30476.01895597988,30390.46222251325,0,489.0,30585.46575540092,30535.573058542366,0,489.0
Schlei_S4,2352.52523938044,2652.424223769153,32034,70.72653534183083,2563.206629559193,2855.072115058158,16152,107.9320809248555,1543.5509230608736,1624.0362581076197,24939,115.81042654028435,2824.267888153519,3492.663950195726,1869,74.56194690265487,2824.267888153519,3492.663950195726,7597,66.41755319148936,3032.446848694763,4160.577856607078,2392,101.05653021442497,1502.7655067910923,1617.2342153242291,3179,105.1030042918455,1493.6757237762754,1559.3648263392283,69549,121.8714953271028,1471.099173968687,1500.429674155026,67300,115.6588785046729,2352.52523938044,2652.424223769153,9391,75.58672086720867,2516.472863870015,3113.7677956460843,12161,110.7473544973545,2563.206629559193,2855.072115058158,4944,117.95744680851064,1493.6757237762754,1559.3648263392283,15762,117.62539682539682,1502.7655067910923,1617.2342153242291,23298,119.68877551020408,2379.040108834062,2442.737428039738,11842,71.97819314641744,3032.446848694763,4160.577856607078,9752,90.63341968911917,2379.040108834062,2442.737428039738,3459,78.49748743718592,1471.099173968687,1500.429674155026,15074,93.9102564102564,1543.5509230608736,1624.0362581076197,9622,126.47133757961784
Schlei_S4_15cm,2352.52523938044,2652.424223769153,32034,70.72653534183083,2563.206629559193,2855.072115058158,16152,107.9320809248555,1543.5509230608736,1624.0362581076197,24939,115.81042654028435,2824.267888153519,3492.663950195726,1869,74.56194690265487,2824.267888153519,3492.663950195726,7597,66.41755319148936,3032.446848694763,4160.577856607078,2392,101.05653021442497,1502.7655067910923,1617.2342153242291,3179,105.1030042918455,1493.6757237762754,1559.3648263392283,69549,121.8714953271028,1471.099173968687,1500.429674155026,67300,115.6588785046729,2352.52523938044,2652.424223769153,9391,75.58672086720867,2516.472863870015,3113.7677956460843,12161,110.7473544973545,2563.206629559193,2855.072115058158,4944,117.95744680851064,1493.6757237762754,1559.3648263392283,15762,117.62539682539682,1502.7655067910923,1617.2342153242291,23298,119.68877551020408,2379.040108834062,2442.737428039738,11842,71.97819314641744,3032.446848694763,4160.577856607078,9752,90.63341968911917,2379.040108834062,2442.737428039738,3459,78.49748743718592,1471.099173968687,1500.429674155026,15074,93.9102564102564,1543.5509230608736,1624.0362581076197,9622,126.47133757961784
Schlei_S5,2928.2890757030764,3269.6815695685136,10867,49.62979683972912,3089.61619877431,3362.036831534424,3777,81.38973384030419,1789.788925689728,1860.211307354076,5307,95.23115577889448,3369.81638729495,4065.940800805181,811,33.07390300230947,3369.81638729495,4065.940800805181,3815,41.06812339331619,3520.1718111990467,4618.973563059591,927,58.52238805970149,1752.0765406933986,1785.1808154109467,5282,78.56657963446476,1724.4664846667251,1739.9449160077786,27312,101.77333333333333,1708.6181836711958,1691.6696442025304,26774,96.1722408026756,2928.2890757030764,3269.6815695685136,2173,37.54520917678813,3045.502413575844,3635.47543201435,2427,54.97763157894737,3089.61619877431,3362.036831534424,616,65.79139072847683,1724.4664846667251,1739.9449160077786,8203,86.27290836653387,1752.0765406933986,1785.1808154109467,12648,81.65474060822898,2945.1819698516542,3048.550285149845,3204,52.4873417721519,3520.1718111990467,4618.973563059591,4429,59.17691342534504,2945.1819698516542,3048.550285149845,543,45.039855072463766,1708.6181836711958,1691.6696442025304,8106,81.646,1789.788925689728,1860.211307354076,706,70.13422818791946
Schlei_S6,2324.9294495110094,2650.903258750413,63331,73.89152542372881,2591.064444870001,2941.2071335134897,26381,108.97720364741642,1154.931399500948,1233.061219633502,25900,122.6201923076923,2812.8634003634083,3534.6200435373985,4357,59.98338368580061,2812.8634003634083,3534.6200435373985,16895,54.05950991831972,3048.2711159844653,4258.297410078159,5435,86.96327683615819,1164.0269349645512,1318.903590689809,4305,98.896449704142,1110.005020369273,1199.0336947559026,101922,148.38735177865613,1085.526113616089,1136.1765367267749,96711,139.100790513834,2324.9294495110094,2650.903258750413,18134,70.46875,2507.8765741230727,3160.3708682902457,24758,102.27176470588236,2591.064444870001,2941.2071335134897,7631,109.17450980392157,1110.005020369273,1199.0336947559026,20372,116.75529411764704,1164.0269349645512,1318.903590689809,32291,128.336,2383.347295211553,2463.2533253106662,19809,73.58823529411765,3048.2711159844653,4258.297410078159,21258,74.8144690781797,2383.347295211553,2463.2533253106662,5948,82.17633928571429,1085.526113616089,1136.1765367267749,18792,115.30188679245283,1154.931399500948,1233.061219633502,2754,115.51754385964912
Schlei_S7,2197.8727722898966,2465.226699439644,100083,74.18253968253968,2538.431926266758,2900.140703934564,27342,96.72340425531917,1130.0298088129953,1193.9132097514237,11234,112.02369668246446,2692.5842630669463,3388.25067318646,10180,69.06392694063926,2692.5842630669463,3388.25067318646,25821,65.94174757281553,2988.598366901077,4224.169334162849,5256,92.41202346041057,1188.0733381336431,1353.8189540558697,11071,160.5014164305949,1117.4975216190664,1215.7896413923218,75772,180.64989059080963,1085.6274363848238,1142.6328515060336,81877,165.68927789934355,2197.8727722898966,2465.226699439644,38551,80.37098692033294,2440.765359118806,3075.6564599392964,20602,104.18127962085308,2538.431926266758,2900.140703934564,6497,113.216457960644,1117.4975216190664,1215.7896413923218,23553,168.671834625323,1188.0733381336431,1353.8189540558697,38487,179.46620046620046,2273.980969845886,2307.888012208045,35791,69.21328224776501,2988.598366901077,4224.169334162849,20239,89.57990314769975,2273.980969845886,2307.888012208045,13494,81.34705882352941,1085.6274363848238,1142.6328515060336,30217,159.96113989637306,1130.0298088129953,1193.9132097514237,1219,104.78761061946902
Schlei_S8,2577.261156572306,2905.7392756346326,33120,55.96325167037862,2917.501480948816,3316.0036997765437,11156,32.0478841870824,707.4572209161627,771.1339849987015,269492,64.56347438752783,3054.756267698668,3810.0672591781376,6826,19.036789297658864,3054.756267698668,3810.0672591781376,10497,30.47327394209354,3323.227588962619,4602.141319881782,7057,31.888517279821627,909.2647659610528,1162.087588689537,215866,36.75946547884187,729.0668417795271,874.3012675743369,800591,66.62026726057907,701.457748991296,808.6791091054456,799981,63.67928730512249,2577.261156572306,2905.7392756346326,22798,29.26837416481069,2793.4808958150397,3467.380438429196,23320,9.416481069042316,2917.501480948816,3316.0036997765437,7040,13.449162011173184,729.0668417795271,874.3012675743369,766220,66.62026726057907,909.2647659610528,1162.087588689537,243991,43.74721603563474,2678.580583463989,2768.028494043616,10197,36.505567928730514,3323.227588962619,4602.141319881782,11596,36.26169265033408,2678.580583463989,2768.028494043616,6893,14.089385474860336,701.457748991296,808.6791091054456,766486,63.67928730512249,707.4572209161627,771.1339849987015,267767,59.72494432071269
