DAMM
Part 1      
     539041.000    6042135.000          0.251
     539141.562    6042001.000          0.926
     539263.500    6041976.500          1.460
     539294.125    6042093.000          1.837
     539161.312    6042139.000          1.144
     539220.250    6042020.000          1.107
     539317.750    6042093.500          1.651
     539290.812    6042177.500          1.871
     539257.500    6042209.000          1.641
     539248.000    6042219.500          1.511
     539262.938    6042226.000          1.437
     539279.062    6042230.000          1.374
     539310.375    6042230.500          1.221
     539296.562    6042229.000          0.909
     539239.875    6042235.000          1.185
     539195.688    6042183.000          1.494
     539195.812    6042133.500          1.577
     539210.812    6042085.500          1.460
     539212.688    6042043.000          1.300
     539200.188    6042023.500          1.091
     539142.938    6042102.500          1.069
     539197.938    6042181.000          1.612
     539255.812    6042165.000          1.871
     539287.688    6042155.500          1.929
     539301.375    6042138.500          1.970
     539279.062    6042130.000          1.869
     539261.750    6042135.000          1.892
     539246.250    6042152.000          1.892
     539220.125    6042208.500          1.348
     539287.688    6042257.000          0.816
     539884.500    6042436.000          1.008
     540551.562    6042674.000          0.923
     540768.188    6042586.500          0.827
     540855.125    6042419.000          0.548
     540867.312    6042327.000          0.286
     540837.938    6042372.500          0.504
     540696.000    6042490.500          0.555
     540445.062    6042313.000          1.515
     540289.188    6042068.500          2.290
     540155.438    6041881.000          2.966
     540097.688    6041715.000          2.798
     540087.938    6041598.000          2.551
     540047.000    6041520.500          2.058
     539990.750    6041463.500          2.230
     540024.250    6041397.500          2.379
     540107.062    6041326.000          2.890
     540174.125    6041280.500          2.988
     540249.062    6041236.500          2.972
     540391.312    6041158.500          2.028
     540607.250    6041071.000          1.312
     540705.312    6041206.000          0.531
     540506.938    6041941.000          0.375
     540540.750    6042592.500          0.015
     540125.188    6041930.500          1.570
     539953.188    6041409.500          1.751
     539775.062    6041115.500          1.629
     539611.500    6040923.000          1.271
     539439.625    6040793.000          0.270
     539285.938    6040676.500          0.363
     539167.688    6040581.000          0.207
     539071.000    6040474.500          0.252
     538887.688    6040322.000          0.603
     538693.938    6040197.500          0.370
     538504.688    6040193.000          0.348
     538328.125    6040183.500          0.912
     538241.188    6040129.500          1.274
     538198.125    6040099.000          1.457
     538188.625    6040082.500          1.793
     538203.312    6040089.500          2.019
     538222.812    6040102.000          2.011
     538077.000    6039996.500          1.593
     537951.250    6039916.000          2.613
     537825.062    6039897.500          1.954
     537677.938    6039889.500          2.404
     537574.875    6039881.000          2.077
     537477.438    6039863.000          2.025
     537368.375    6039853.000          2.131
     537109.125    6039897.000          1.975
     536809.750    6039753.500          1.386
     536614.000    6039725.500          1.484
     536505.688    6039728.500          1.806
     536517.688    6039714.500          1.896
     536514.625    6039681.000          1.884
     536460.250    6039624.500          1.624
     536421.688    6039592.500          1.079
     536485.938    6039551.500          0.799
     536910.875    6039566.000          0.248
     537173.688    6039537.500          0.038
     537272.750    6039490.000          0.191
     537686.750    6039518.000          0.171
     538138.312    6039806.000          0.083
     538785.812    6040055.000          0.500
     540207.188    6040518.000          0.986
     541297.312    6040454.500          1.060
     542921.875    6040235.000          0.479
     543452.875    6039739.000          1.393
     543537.062    6039433.500          0.025
     543746.062    6039113.000          0.662
     544247.875    6039014.500          1.144
     544859.875    6038606.500          0.070
     545348.125    6038564.500          0.449
     545778.750    6038880.500          1.737
     545307.312    6039461.000          0.584
     545058.750    6039794.500          0.206
     544869.562    6039894.500          0.663
     544733.938    6039876.000          0.597
     544640.188    6039817.000          0.125
     544558.562    6039712.500          0.867
     544518.438    6039660.000          1.111
     544463.438    6039660.500          1.415
     544418.750    6039709.000          1.619
     544366.000    6039755.000          2.097
     544327.062    6039768.500          2.173
     544315.688    6039800.500          2.390
     544323.438    6039848.000          2.603
     544328.062    6039867.000          2.791
     544371.250    6039840.500          2.792
     544459.875    6039841.500          2.696
     544553.000    6039873.000          2.739
     544628.438    6039882.000          3.128
     544646.812    6039815.000          3.058
     544624.438    6039744.500          3.005
     544558.188    6039732.500          2.694
     544476.500    6039724.000          2.464
     544340.000    6039752.500          2.613
     544122.188    6040116.500          2.740
     544536.812    6040348.000          1.803
     544404.312    6040567.000          3.133
     544040.125    6040510.000          2.599
     543697.312    6040506.000          3.619
     543433.312    6040564.500          2.965
     543246.188    6040691.000          2.496
     542893.750    6040833.500          3.276
     542372.938    6040725.000          2.532
     542457.312    6040526.500          1.003
     543202.688    6040179.500          0.302
     543449.062    6039773.000          0.310
     543536.438    6039497.500          0.499
     543637.500    6039321.500          0.784
     543740.500    6039185.500          0.428
     543869.125    6039072.500          1.599
     544056.562    6039018.500          0.584
     544733.812    6038641.500          1.589
     545135.812    6038475.500          1.574
     545408.750    6038566.500          0.874
     545661.938    6038577.500          1.097
     545780.312    6038600.000          1.741
     545829.188    6038627.000          2.296
     545869.750    6038665.000          1.792
     546028.500    6038822.000          0.463
     546106.938    6039137.500          0.657
     546043.875    6039105.000          0.738
     545911.562    6038934.500          0.948
     545810.438    6038936.500          1.022
     545706.438    6038970.000          1.444
     545569.500    6039112.000          0.660
     545412.500    6039309.000          0.504
     545263.625    6039566.500          1.296
     545127.688    6039832.000          1.976
     544962.500    6040091.500          1.562
     544881.688    6040348.500          0.190
     544756.188    6040477.500          0.015
     544661.438    6040513.000          0.299
     544589.938    6040629.000          0.971
     544517.312    6040845.500          1.138
     544519.188    6040998.500          0.469
     544392.688    6040884.000          1.690
     544273.312    6040861.000          1.904
     544236.500    6040958.500          2.151
     544144.500    6040942.000          1.960
     543999.562    6040848.500          2.263
     543942.688    6040764.000          2.156
     544021.812    6040760.000          1.874
     544088.750    6040688.000          2.259
     544025.438    6040487.500          2.665
     544030.312    6040325.000          2.375
     544138.312    6040259.500          1.687
     544368.625    6040260.500          2.223
     544657.062    6040348.000          2.432
     544614.812    6040537.000          3.265
     544287.062    6040707.500          2.972
     543997.125    6040812.000          2.194
     543623.938    6040818.500          3.585
     543304.438    6040863.000          2.752
     543094.438    6040923.500          2.390
     542876.500    6040972.000          0.943
     542471.062    6040986.500          2.545
     541990.375    6041162.000          2.605
     541894.562    6041330.000          2.838
     542452.812    6041533.000          0.579
     542934.500    6041726.000          0.076
     543728.562    6042000.000          0.699
     544510.375    6042138.000          2.085
     544921.000    6042130.500          2.650
     544749.188    6042056.000          2.498
     544353.312    6041833.000          2.627
     544079.938    6041611.500          3.103
     543932.312    6041590.000          3.262
     543765.500    6041614.500          3.089
     543653.938    6041656.000          3.227
     543842.375    6041752.000          2.922
     544191.188    6041887.000          2.390
     544508.938    6041939.000          1.816
     544703.500    6041922.000          3.275
     544691.812    6041825.000          2.911
     544492.062    6041571.500          1.988
     544359.062    6041216.500          2.045
     544293.625    6041013.000          1.350
     544185.812    6040876.000          1.475
     544029.438    6040760.000          1.815
     543852.000    6040628.500          1.628
     543718.688    6040489.000          2.213
     543676.750    6040370.000          2.963
     543717.500    6040309.500          3.152
     543692.625    6040246.500          3.029
     543676.375    6040152.000          2.873
     543699.062    6040030.500          2.881
     543752.812    6039948.500          3.188
     543784.812    6039900.000          3.012
     543766.062    6039841.500          2.869
     543754.250    6039759.500          2.983
     543746.625    6039703.500          2.761
     543766.812    6039691.500          2.804
     543795.500    6039643.500          2.729
     543826.438    6039565.000          2.684
     543836.750    6039489.500          2.851
     543870.250    6039475.500          2.787
     543851.562    6039511.000          2.906
     543786.750    6039596.500          2.536
     543752.938    6039721.000          2.604
     543766.438    6039840.500          2.347
     543741.062    6039981.000          3.297
     543715.688    6040058.500          3.279
     543714.562    6040124.500          3.231
     543722.938    6040236.500          2.996
     543726.312    6040381.500          3.245
     543659.438    6040522.000          3.239
     543583.625    6040653.500          3.596
     543539.938    6040784.500          2.951
     543506.000    6040918.000          3.328
DAMM
Part 2      
     539041.000    6042135.000          0.251
     539178.125    6041972.000          0.173
     539267.750    6042004.500          0.227
     539268.250    6042087.500          0.000
     539190.250    6042100.000          0.342
     539258.500    6042033.500          0.207
     539278.688    6042105.000          0.193
     539252.625    6042147.000          0.179
     539213.812    6042164.500          0.300
     539206.625    6042175.000          0.435
     539202.375    6042165.500          0.502
     539208.375    6042177.500          0.524
     539222.875    6042182.500          0.640
     539219.938    6042189.000          0.903
     539253.438    6042173.000          1.263
     539295.562    6042122.500          1.596
     539325.562    6042032.000          1.851
     539314.312    6041921.000          1.414
     539269.688    6041797.500          1.484
     539248.500    6041723.000          1.627
     539250.312    6041742.500          1.837
     539237.062    6041915.500          0.983
     539130.688    6042097.000          0.352
     539148.188    6042131.500          0.499
     539163.750    6042144.500          0.745
     539171.375    6042149.500          0.989
     539177.750    6042152.500          1.201
     539167.688    6042148.500          1.298
     539142.000    6042140.500          1.044
     539266.875    6041974.000          0.624
     539270.312    6042135.000          0.845
     539200.250    6042178.000          1.188
     539181.250    6042190.000          1.020
     539219.688    6042219.500          1.120
     539298.000    6042237.000          0.856
     539517.938    6042288.000          0.908
     540113.625    6042505.000          0.517
     540390.938    6042437.500          1.853
     540276.312    6042145.000          2.621
     540127.562    6041958.500          2.612
     540061.812    6041764.000          2.647
     540045.812    6041612.000          2.244
     539991.250    6041533.500          2.571
     539949.750    6041459.500          2.366
     539972.688    6041378.000          2.329
     540027.375    6041291.500          2.587
     540085.188    6041226.000          2.841
     540183.688    6041171.000          2.474
     540313.062    6041101.500          2.764
     540522.938    6041037.000          2.062
     540678.625    6041154.500          0.680
     540451.625    6041823.000          0.603
     540638.750    6042594.500          0.560
     540177.875    6042030.500          2.586
     539971.562    6041469.500          2.752
     539792.438    6041149.000          2.599
     539623.125    6040949.000          2.208
     539475.500    6040811.500          1.638
     539344.812    6040700.000          1.160
     539223.312    6040590.500          0.982
     539131.438    6040508.500          0.377
     538971.750    6040351.000          0.699
     538800.250    6040220.000          0.400
     538611.750    6040151.000          0.008
     538447.750    6040149.500          1.159
     538363.062    6040157.500          1.503
     538322.062    6040160.500          1.600
     538310.750    6040162.000          1.809
     538315.062    6040171.500          2.271
     538342.812    6040211.000          2.437
     538207.438    6040124.000          2.713
     538042.812    6040044.500          3.764
     537877.625    6039977.500          3.383
     537707.062    6039942.000          3.144
     537601.812    6039940.000          2.729
     537506.188    6039941.000          2.389
     537351.375    6039940.000          2.342
     537069.500    6039922.500          2.969
     536756.750    6039809.500          2.342
     536525.250    6039789.000          2.597
     536392.000    6039809.500          2.803
     536411.500    6039792.500          2.640
     536460.750    6039764.500          2.686
     536442.312    6039735.000          2.341
     536340.688    6039785.000          2.483
     536208.000    6040074.000          1.597
     536206.938    6040275.000          1.435
     536296.125    6040324.500          1.600
     536355.500    6040371.000          1.401
     536682.750    6040393.500          0.601
     537026.125    6040305.500          0.300
     537155.938    6040205.000          0.467
     537286.562    6040099.000          0.249
     537384.875    6040250.000          0.236
     538135.000    6040274.500          1.732
     537916.125    6039972.500          0.210
     537309.125    6039969.000          2.134
     536634.875    6039773.500          1.919
     536208.312    6040073.000          1.628
     536036.438    6040341.500          0.977
     536349.125    6040512.000          0.158
     537181.562    6040063.500          0.134
     537119.625    6039930.500          0.138
     536627.062    6039747.500          1.235
     536294.375    6039898.500          1.553
     536108.188    6040125.500          1.095
     536000.062    6040221.500          1.090
     535922.188    6040261.500          1.717
     535830.312    6040320.000          1.637
     535780.562    6040349.500          1.322
     535747.312    6040390.500          1.423
     535746.062    6040447.500          1.426
     535736.812    6040474.500          1.402
     535731.750    6040491.000          1.407
     535738.750    6040497.000          1.486
     535740.000    6040494.000          1.547
     535729.688    6040481.500          1.623
     535752.062    6040458.500          1.679
     535776.750    6040413.000          1.560
     535812.000    6040365.500          1.544
     535799.188    6040348.500          1.721
     535766.000    6040343.000          1.967
     535754.562    6040353.500          2.026
     535712.188    6040398.000          1.705
     535682.000    6040523.500          1.361
     535826.312    6040610.500          1.159
     535937.188    6040552.000          0.645
     536494.562    6040574.000          0.126
     537044.750    6040030.000          0.767
     536786.875    6039809.500          1.791
     536394.188    6039875.500          0.464
     536144.312    6040160.500          0.530
     536044.500    6040394.500          0.441
     536590.875    6040501.500          0.923
     536995.875    6040060.000          1.062
     536918.812    6039896.000          2.209
     536712.250    6039819.500          1.857
     536468.438    6039851.000          2.119
     536332.125    6039925.000          2.674
     536241.750    6040016.500          2.535
     536174.312    6040171.500          2.298
     536113.750    6040349.500          1.999
     536301.125    6040445.000          1.243
     536780.500    6040416.000          1.038
     537015.812    6040243.500          0.793
     537038.125    6040193.000          0.749
     537023.500    6040153.000          0.830
     537045.188    6040149.500          0.801
     537070.750    6040150.000          0.934
     537053.875    6040135.500          1.265
     537099.375    6040071.500          1.463
     537105.688    6039980.500          2.460
     537111.688    6039935.000          3.388
     537046.750    6039890.000          3.173
     536962.562    6039809.000          2.624
     537052.688    6039687.000          0.935
     537443.562    6039459.500          0.608
     537832.375    6039664.500          0.938
     537769.938    6039837.000          2.498
     537522.812    6039937.000          1.294
     537338.625    6039973.500          0.934
     537226.438    6039983.500          0.496
     537122.812    6039968.500          1.228
     537089.625    6039942.500          1.506
     537046.938    6039891.000          1.614
     537030.875    6039715.500          0.592
     537387.188    6039502.000          1.383
     537617.938    6039592.500          1.010
     537747.625    6039677.000          1.560
     537776.312    6039715.500          1.991
     537731.062    6039715.000          2.239
     537736.125    6039702.000          2.351
     537757.688    6039721.000          2.567
     537736.312    6039691.000          2.034
     537750.188    6039646.000          1.238
     537929.875    6039744.500          1.735
     538242.250    6039877.000          1.145
     538670.250    6040091.000          0.817
     539134.938    6040159.000          0.933
     539846.562    6040375.000          0.947
     540796.562    6040710.000          0.969
     541310.188    6040506.000          0.453
     542044.938    6040442.500          0.056
     542939.375    6040192.500          0.199
     543365.562    6039798.500          1.458
     543419.500    6039681.500          1.623
     543454.250    6039581.500          1.235
     543474.125    6039493.000          1.524
     543492.000    6039425.500          1.831
     543533.625    6039277.500          1.746
     543902.062    6038917.500          1.633
     544598.688    6038715.000          0.130
     544940.375    6038524.000          0.459
     545058.438    6038441.000          0.524
     545135.375    6038416.000          0.412
     545493.750    6038510.500          0.263
     546016.062    6038907.000          0.960
     545713.812    6039246.000          2.533
     545382.750    6039671.000          1.774
     545205.938    6039917.000          3.550
     545034.750    6040063.000          2.674
     544902.812    6040164.500          2.390
     544849.438    6040225.000          2.201
     544861.375    6040305.000          2.416
     544615.500    6040645.000          1.699
     544171.250    6040779.000          2.883
     543742.375    6040835.500          1.403
     543400.188    6040886.500          1.505
     543114.062    6040958.000          1.879
     542855.750    6040978.500          2.652
     542533.625    6040926.000          2.961
     542161.688    6040917.000          2.646
     541984.875    6040914.000          2.603
     542030.500    6040932.000          2.023
     541917.938    6040935.000          1.634
     541623.188    6040882.000          2.618
     541541.500    6040851.500          2.758
     541763.562    6040939.500          1.689
     542043.875    6040982.000          2.811
     542298.250    6040963.000          3.339
     542646.750    6040919.500          3.277
     543180.938    6040822.500          3.542
     543471.375    6040546.500          2.864
     543621.188    6040305.500          3.350
     543769.250    6040127.500          3.233
     543932.188    6039922.500          2.755
     544107.750    6039765.000          2.738
     544204.188    6039690.500          2.960
     544211.625    6039696.500          3.038
     544198.250    6039699.000          3.173
     544168.625    6039752.000          3.029
     544140.562    6039829.500          3.150
     544118.625    6039888.500          3.079
     544087.125    6039961.500          3.115
     544067.125    6040064.000          2.953
     544094.688    6040238.500          2.755
     544131.812    6040361.000          2.768
     544133.750    6040437.500          2.893
     544104.750    6040562.000          3.018
     544062.750    6040679.500          2.767
DAMM
Part 3      
     539041.000    6042135.000          0.251
     539159.812    6041985.500          0.150
     539265.875    6041988.000          0.267
     539292.875    6042103.000          0.031
     539173.812    6042138.000          0.093
     539222.000    6042025.000          0.427
     539290.250    6042068.000          0.219
     539259.750    6042143.500          0.383
     539220.062    6042163.500          0.540
     539210.375    6042163.500          0.668
     539214.500    6042162.000          0.698
     539222.438    6042163.500          0.625
     539237.875    6042172.000          0.648
     539256.000    6042180.000          0.842
     539273.000    6042172.500          1.126
     539331.812    6042108.000          1.360
     539354.500    6042045.500          1.353
     539340.625    6041964.500          1.706
     539299.688    6041838.000          1.635
     539292.812    6041761.500          1.956
     539293.875    6041749.500          2.261
     539300.625    6041824.500          1.363
     539300.000    6041921.500          0.855
     539320.250    6041941.000          0.857
     539327.938    6041931.500          0.999
     539317.625    6041916.500          1.172
     539299.938    6041905.000          1.393
     539318.438    6041952.500          1.515
     539354.938    6042078.500          2.021
     539309.875    6042220.000          1.272
