IDParticles,Sample,Site_name,GPS_LON,GPS_LAT,Compartment,Contributor,Project,Size_1_[µm],Size_2_[µm],Shape,Colour,polymer_type,library_entry,lab_blank_ID,sample_ID,Sampling_weight_[kg],Fraction_analysed,size_geom_mean
44265_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,92.0,67.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,78.51114570556209
44265_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,92.0,67.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,78.51114570556209
44265_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,92.0,67.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,78.51114570556209
44265_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,92.0,67.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,78.51114570556209
44266_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,102.0,68.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,83.28265125462805
44266_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,102.0,68.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,83.28265125462805
44266_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,102.0,68.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,83.28265125462805
44266_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,102.0,68.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,83.28265125462805
44267_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,162.0,149.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,155.36408851468863
44267_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,162.0,149.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,155.36408851468863
44267_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,162.0,149.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,155.36408851468863
44267_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,162.0,149.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,155.36408851468863
44272_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,229.0,83.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,137.86587685138045
44272_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,229.0,83.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,137.86587685138045
44272_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,229.0,83.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,137.86587685138045
44272_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,229.0,83.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,137.86587685138045
44273_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,281.0,69.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,139.24438947404667
44273_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,281.0,69.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,139.24438947404667
44273_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,281.0,69.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,139.24438947404667
44273_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,281.0,69.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,139.24438947404667
44274_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,82.0,22.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,42.473521163190604
44274_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,82.0,22.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,42.473521163190604
44274_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,82.0,22.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,42.473521163190604
44274_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,82.0,22.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,42.473521163190604
44275_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,216.0,46.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,99.67948635501689
44275_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,216.0,46.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,99.67948635501689
44275_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,216.0,46.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,99.67948635501689
44275_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,216.0,46.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,99.67948635501689
44276_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,373.0,37.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,117.47765745025733
44276_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,373.0,37.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,117.47765745025733
44276_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,373.0,37.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,117.47765745025733
44276_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,373.0,37.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,117.47765745025733
44277_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,63.0,10.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,25.099800796022265
44277_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,63.0,10.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,25.099800796022265
44277_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,63.0,10.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,25.099800796022265
44277_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,63.0,10.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,25.099800796022265
44278_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,498.0,84.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,204.52872658871175
44278_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,498.0,84.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,204.52872658871175
44278_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,498.0,84.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,204.52872658871175
44278_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,498.0,84.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,204.52872658871175
44279_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,267.0,100.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,163.40134638368193
44279_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,267.0,100.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,163.40134638368193
44279_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,267.0,100.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,163.40134638368193
44279_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,267.0,100.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,163.40134638368193
44280_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,91.0,55.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,70.74602462329597
44280_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,91.0,55.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,70.74602462329597
44280_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,91.0,55.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,70.74602462329597
44280_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,91.0,55.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,70.74602462329597
44281_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,494.0,37.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,135.19615379144483
44281_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,494.0,37.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,135.19615379144483
44281_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,494.0,37.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,135.19615379144483
44281_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,494.0,37.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,135.19615379144483
44282_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,187.0,53.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,99.55400544428134
44282_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,187.0,53.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,99.55400544428134
44282_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,187.0,53.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,99.55400544428134
44282_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,187.0,53.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,99.55400544428134
44283_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,86.0,33.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,53.27288240746881
44283_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,86.0,33.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,53.27288240746881
44283_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,86.0,33.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,53.27288240746881
44283_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,86.0,33.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,53.27288240746881
44284_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,62.0,61.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,61.497967446087195
44284_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,62.0,61.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,61.497967446087195
44284_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,62.0,61.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,61.497967446087195
44284_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,62.0,61.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,61.497967446087195
44285_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,104.0,57.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,76.99350621968063
44285_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,104.0,57.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,76.99350621968063
44285_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,104.0,57.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,76.99350621968063
44285_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,104.0,57.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,76.99350621968063
44286_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,127.0,37.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,68.54925236645546
44286_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,127.0,37.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,68.54925236645546
44286_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,127.0,37.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,68.54925236645546
44286_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,127.0,37.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,68.54925236645546
44287_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,1488.0,24.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,188.97618897628345
44287_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,1488.0,24.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,188.97618897628345
44287_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,1488.0,24.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,188.97618897628345
44287_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,1488.0,24.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,188.97618897628345
44288_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,328.0,107.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,187.3392644375439
44288_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,328.0,107.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,187.3392644375439
44288_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,328.0,107.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,187.3392644375439
44288_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,328.0,107.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,187.3392644375439
44289_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,93.0,63.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,76.54410493303844
44289_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,93.0,63.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,76.54410493303844
44289_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,93.0,63.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,76.54410493303844
44289_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,93.0,63.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,76.54410493303844
44290_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,89.0,40.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,59.665735560705194
44290_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,89.0,40.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,59.665735560705194
44290_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,89.0,40.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,59.665735560705194
44290_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,89.0,40.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,59.665735560705194
44291_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,75.0,51.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,61.84658438426491
44291_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,75.0,51.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,61.84658438426491
44291_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,75.0,51.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,61.84658438426491
44291_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,75.0,51.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,61.84658438426491
44292_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,54.0,34.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,42.8485705712571
44292_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,54.0,34.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,42.8485705712571
44292_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,54.0,34.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,42.8485705712571
44292_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,54.0,34.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,42.8485705712571
44293_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,56.0,14.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,28.0
44293_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,56.0,14.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,28.0
44293_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,56.0,14.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,28.0
44293_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,56.0,14.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,28.0
44294_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,257.0,11.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,53.16954015223378
44294_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,257.0,11.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,53.16954015223378
44294_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,257.0,11.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,53.16954015223378
44294_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,257.0,11.0,fibre,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,53.16954015223378
44295_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,174.0,42.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,85.48684109265004
44295_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,174.0,42.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,85.48684109265004
44295_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,174.0,42.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,85.48684109265004
44295_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,174.0,42.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,85.48684109265004
44296_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,151.0,100.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,122.88205727444507
44296_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,151.0,100.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,122.88205727444507
44296_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,151.0,100.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,122.88205727444507
44296_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,151.0,100.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,122.88205727444507
44297_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,171.0,45.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,87.72114910328068
44297_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,171.0,45.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,87.72114910328068
44297_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,171.0,45.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,87.72114910328068
44297_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,171.0,45.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,87.72114910328068
44298_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,135.0,80.0,irregular,yellow,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,103.92304845413264
44298_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,135.0,80.0,irregular,yellow,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,103.92304845413264
44298_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,135.0,80.0,irregular,yellow,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,103.92304845413264
44298_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,135.0,80.0,irregular,yellow,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,103.92304845413264
44299_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,441.0,113.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,223.23306206742762
44299_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,441.0,113.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,223.23306206742762
44299_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,441.0,113.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,223.23306206742762
44299_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,441.0,113.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,223.23306206742762
44300_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,425.0,92.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,197.73719933285187
44300_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,425.0,92.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,197.73719933285187
44300_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,425.0,92.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,197.73719933285187
44300_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,425.0,92.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,197.73719933285187
44301_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,104.0,91.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,97.28309205612247
44301_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,104.0,91.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,97.28309205612247
44301_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,104.0,91.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,97.28309205612247
44301_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,104.0,91.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,97.28309205612247
44302_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,311.0,51.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,125.94046212397349
44302_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,311.0,51.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,125.94046212397349
44302_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,311.0,51.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,125.94046212397349
44302_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,311.0,51.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,125.94046212397349
44303_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,857.0,59.0,irregular,unspecific,Polypropylene,Polypropylene,1398.0,1197,0.105,0.25,224.86218001255793
