IDParticles,Sample,Site_name,GPS_LON,GPS_LAT,Compartment,Contributor,Project,Size_1_[µm],Size_2_[µm],Shape,Colour,polymer_type,library_entry,lab_blank_ID,sample_ID,Sampling_weight_[kg],Fraction_analysed,size_geom_mean
44026_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,88.0,77.0,irregular,unspecific,Polypropylene,Polypropylene,1394.0,1187,0.063,0.5887,82.3164625090267
44027_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,81.0,48.0,irregular,unspecific,Polypropylene,Polypropylene,1394.0,1187,0.063,0.5887,62.353829072479584
44027_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,81.0,48.0,irregular,unspecific,Polypropylene,Polypropylene,1394.0,1187,0.063,0.5887,62.353829072479584
44028_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,69.0,25.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,41.53311931459037
44028_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,69.0,25.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,41.53311931459037
44029_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,56.0,17.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,30.854497241083024
44029_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,56.0,17.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,30.854497241083024
44030_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,263.0,31.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,90.29396436085858
44030_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,263.0,31.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,90.29396436085858
44031_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,280.0,51.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,119.49895397031725
44031_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,280.0,51.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,119.49895397031725
44032_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,215.0,133.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,169.1005617968196
44032_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,215.0,133.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,169.1005617968196
44033_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,256.0,104.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,163.1686244349691
44033_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,256.0,104.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,163.1686244349691
44034_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,68.0,67.0,irregular,unspecific,Poly (methyl methacrylate),Poly(methyl methacrylate),1394.0,1187,0.063,0.5887,67.49814812274482
44034_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,68.0,67.0,irregular,unspecific,Poly (methyl methacrylate),Poly(methyl methacrylate),1394.0,1187,0.063,0.5887,67.49814812274482
44035_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,94.0,88.0,irregular,unspecific,Poly (methyl methacrylate),Poly(methyl methacrylate),1394.0,1187,0.063,0.5887,90.95053600721658
44035_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,94.0,88.0,irregular,unspecific,Poly (methyl methacrylate),Poly(methyl methacrylate),1394.0,1187,0.063,0.5887,90.95053600721658
44038_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,152.0,86.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,114.33284742365161
44038_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,152.0,86.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,114.33284742365161
44039_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,291.0,98.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,168.87273314540747
44039_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,291.0,98.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,168.87273314540747
44040_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,373.0,49.0,fibre,green,Polypropylene,PP+PB15+ChromeYellow,1394.0,1187,0.063,0.5887,135.19245541079576
44040_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,373.0,49.0,fibre,green,Polypropylene,PP+PB15+ChromeYellow,1394.0,1187,0.063,0.5887,135.19245541079576
44041_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,183.0,67.0,irregular,green,Polypropylene,PP+PG7,1394.0,1187,0.063,0.5887,110.72939989000211
44041_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,183.0,67.0,irregular,green,Polypropylene,PP+PG7,1394.0,1187,0.063,0.5887,110.72939989000211
44042_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,233.0,71.0,irregular,red,Unknown,PR254,1394.0,1187,0.063,0.5887,128.61959415267955
44042_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,233.0,71.0,irregular,red,Unknown,PR254,1394.0,1187,0.063,0.5887,128.61959415267955
44043_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,73.0,65.0,irregular,unspecific,Polyethylene,Polyethylene,1394.0,1187,0.063,0.5887,68.8839603971781
44044_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,540.0,37.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,141.35062787267697
44044_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,540.0,37.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,141.35062787267697
44045_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,110.0,44.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,69.57010852370435
44045_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,110.0,44.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,69.57010852370435
44046_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,684.0,33.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,150.23980830658698
44046_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,684.0,33.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,150.23980830658698
44047_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,1212.0,24.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,170.55204484262273
44047_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,1212.0,24.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,170.55204484262273
44048_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,575.0,24.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,117.4734012447073
44048_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,575.0,24.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,117.4734012447073
44049_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,708.0,28.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,140.79772725438434
44049_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,708.0,28.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,140.79772725438434
44050_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,665.0,17.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,106.32497354808042
44050_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,665.0,17.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,106.32497354808042
44051_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,412.0,21.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,93.01612763386788
44051_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,412.0,21.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,93.01612763386788
44052_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,148.0,43.0,irregular,unspecific,Polypropylene,Polypropylene,1394.0,1187,0.063,0.5887,79.77468270071653
44052_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,148.0,43.0,irregular,unspecific,Polypropylene,Polypropylene,1394.0,1187,0.063,0.5887,79.77468270071653
44053_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,174.0,17.0,fibre,unspecific,Polypropylene,Polypropylene,1394.0,1187,0.063,0.5887,54.38749856354859
44053_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,174.0,17.0,fibre,unspecific,Polypropylene,Polypropylene,1394.0,1187,0.063,0.5887,54.38749856354859
44055_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,841.0,84.0,irregular,unspecific,Polypropylene,Polypropylene,1394.0,1187,0.063,0.5887,265.78939030743874
44056_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,648.0,70.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,212.9788721915862
44056_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,648.0,70.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,212.9788721915862
44057_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,193.0,138.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,163.19926470422593
44057_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,193.0,138.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,163.19926470422593
44060_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,338.0,39.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,114.81289126226201
44060_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,338.0,39.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,114.81289126226201
44061_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,51.0,48.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,49.47726750741192
44061_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,51.0,48.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,49.47726750741192
44062_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,134.0,44.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,76.78541528180986
44062_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,134.0,44.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,76.78541528180986
44063_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,1116.0,28.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,176.77103835187484
44063_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,1116.0,28.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,176.77103835187484
44064_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,859.0,17.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,120.84287318663024
44064_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,859.0,17.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,120.84287318663024
44065_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,264.0,21.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,74.45804187594514
44065_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,264.0,21.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,74.45804187594514
44066_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,306.0,92.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,167.78557744931476
44066_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,306.0,92.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,167.78557744931476
44067_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,1488.0,31.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,214.77430013854078
44067_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,1488.0,31.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,214.77430013854078
44068_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,283.0,28.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,89.01685233707154
44068_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,283.0,28.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,89.01685233707154
44069_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,394.0,33.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,114.02631275280281
44069_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,394.0,33.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1394.0,1187,0.063,0.5887,114.02631275280281
44070_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,81.0,23.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,43.162483709814474
44070_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,81.0,23.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,43.162483709814474
44072_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,152.0,73.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,105.33755265810954
44072_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,152.0,73.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,105.33755265810954
44073_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,70.0,58.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,63.71812928829596
44073_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,70.0,58.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,63.71812928829596
44074_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,57.0,42.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,48.92851929090027
44074_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,57.0,42.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,48.92851929090027
44075_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,268.0,199.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,230.93722090646193
44075_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,268.0,199.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,230.93722090646193
44076_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,201.0,54.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,104.18253212511203
44076_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,201.0,54.0,irregular,unspecific,Polystyrene,Polystyrene,1394.0,1187,0.063,0.5887,104.18253212511203
44077_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,88.0,67.0,irregular,unspecific,Poly (methyl methacrylate),Poly(methyl methacrylate),1394.0,1187,0.063,0.5887,76.78541528180986
44077_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,88.0,67.0,irregular,unspecific,Poly (methyl methacrylate),Poly(methyl methacrylate),1394.0,1187,0.063,0.5887,76.78541528180986
44078_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,61.0,59.0,irregular,unspecific,Poly (methyl methacrylate),Poly(methyl methacrylate),1394.0,1187,0.063,0.5887,59.99166608788257
44078_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,61.0,59.0,irregular,unspecific,Poly (methyl methacrylate),Poly(methyl methacrylate),1394.0,1187,0.063,0.5887,59.99166608788257
44079_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,123.0,72.0,irregular,unspecific,Poly (methyl methacrylate),Poly(methyl methacrylate),1394.0,1187,0.063,0.5887,94.10632284814874
44079_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,123.0,72.0,irregular,unspecific,Poly (methyl methacrylate),Poly(methyl methacrylate),1394.0,1187,0.063,0.5887,94.10632284814874
44080_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,86.0,22.0,irregular,unspecific,Polypropylene,Polypropylene,1394.0,1187,0.063,0.5887,43.497126341863094
44080_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,86.0,22.0,irregular,unspecific,Polypropylene,Polypropylene,1394.0,1187,0.063,0.5887,43.497126341863094
44081_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,90.0,20.0,irregular,unspecific,Polypropylene,Polypropylene,1394.0,1187,0.063,0.5887,42.42640687119285
44081_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,90.0,20.0,irregular,unspecific,Polypropylene,Polypropylene,1394.0,1187,0.063,0.5887,42.42640687119285
44082_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,282.0,99.0,irregular,unspecific,Polyethylene,Polyethylene,1394.0,1187,0.063,0.5887,167.08680378773184
44087_0,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,4500.0,2000.0,irregular,unspecific,Polyethylene,Polyethylene,1394.0,1187,0.063,0.5887,3000.0
44087_1,Schlei_S1_15cm,Schlei,9.55717,54.5075,sediment,27,BONUS MICROPOLL,4500.0,2000.0,irregular,unspecific,Polyethylene,Polyethylene,1394.0,1187,0.063,0.5887,3000.0
44138_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,232.0,91.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,145.29969029560937
44138_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,232.0,91.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,145.29969029560937
44138_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,232.0,91.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,145.29969029560937
44138_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,232.0,91.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,145.29969029560937
44139_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,66.0,64.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,64.99230723708769
44139_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,66.0,64.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,64.99230723708769
44139_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,66.0,64.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,64.99230723708769
44139_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,66.0,64.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,64.99230723708769
44140_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,165.0,37.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,78.13449942247023
44140_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,165.0,37.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,78.13449942247023
44140_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,165.0,37.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,78.13449942247023
44140_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,165.0,37.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,78.13449942247023
44141_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,53.0,24.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,35.66510900025401
44141_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,53.0,24.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,35.66510900025401
44141_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,53.0,24.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,35.66510900025401
44141_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,53.0,24.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,35.66510900025401
44142_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,73.0,17.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,35.22782990761707
44142_1,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,73.0,17.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,35.22782990761707
44142_2,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,73.0,17.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,35.22782990761707
44142_3,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,73.0,17.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,35.22782990761707
44144_0,Schlei_S8,Schlei,9.60645,54.5253,sediment,27,BONUS MICROPOLL,61.0,33.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1398.0,1197,0.105,0.25,44.86646854834911
