Sample,WWTP_influence_as_tracer_mean_dist,WWTP_influence_as_endpoints_mean_dist,WWTP_influence_as_cumulated_residence,WWTP_influence_as_mean_time_travelled
Schlei_S10,923.5675952129214,1221.9875654101554,241449,41.54342984409799
Schlei_S10_15cm,923.5675952129214,1221.9875654101554,241449,41.54342984409799
Schlei_S11,1064.8156629354887,1234.4015318696768,23288,120.78817733990148
Schlei_S13,1590.7105308750554,1699.433263815927,17265,145.0548780487805
Schlei_S14,2311.0364379499265,2378.0633603350016,520,139.9375
Schlei_S15,2622.4265196459037,2673.768595209379,399,152.32
Schlei_S16,4096.0333884389265,4141.274897927226,569,223.47457627118644
Schlei_S17,5022.83272368212,5075.377714031448,921,212.5625
Schlei_S19,6049.230606149807,6075.57918536286,162,206.0
Schlei_S1_15cm,4118.408556341866,4318.173346510492,878,195.69565217391303
Schlei_S2,2464.524487965629,2622.8259025525563,1874,140.8421052631579
Schlei_S20,5280.952834828916,5299.672963979938,380,191.36923076923077
Schlei_S21,7787.8396627104485,7781.497113911514,153,217.34375
Schlei_S22,10991.3288401366,10942.520329171202,139,233.04166666666666
Schlei_S23,12256.072613245306,12197.147021139073,114,293.85714285714283
Schlei_S24,14283.69323961902,14212.29512962238,151,235.23809523809524
Schlei_S25,20454.7730478936,20336.211317652767,26,241.25
Schlei_S26,23068.082550534615,22929.621010442424,20,257.44444444444446
Schlei_S27,24226.40417398854,24079.178395592204,8,328.3333333333333
Schlei_S29,26280.844289648463,26120.891552813246,26,269.375
Schlei_S2_15cm,2464.524487965629,2622.8259025525563,1874,140.8421052631579
Schlei_S3,2089.708276187229,2216.8210847684436,3844,155.56944444444446
Schlei_S30,27100.57721872217,26936.10997654836,16,312.6
Schlei_S31,31236.028192386166,31033.466115300027,12,294.1666666666667
Schlei_S32,30289.94732124247,30102.310333903282,0,489.0
Schlei_S4,1502.7655067910925,1617.2342153242291,23298,119.68877551020408
Schlei_S4_15cm,1502.7655067910925,1617.2342153242291,23298,119.68877551020408
Schlei_S5,1752.0765406933986,1785.1808154109467,12648,81.65474060822898
Schlei_S6,1164.0269349645512,1318.9035906898093,32291,128.336
Schlei_S7,1188.0733381336431,1353.8189540558697,38487,179.46620046620046
Schlei_S8,909.2647659610527,1162.087588689537,243991,43.74721603563474
