Sample,WWTP_influence_as_tracer_mean_dist,WWTP_influence_as_endpoints_mean_dist,WWTP_influence_as_cumulated_residence,WWTP_influence_as_mean_time_travelled
Schlei_S10,3396.8733783107314,4686.97557062754,4841,10.025988700564971
Schlei_S10_15cm,3396.8733783107314,4686.97557062754,4841,10.025988700564971
Schlei_S11,3125.4141312490915,4361.321181840201,5664,100.76972281449893
Schlei_S13,3001.6256301676135,4131.924387022172,2741,117.72540983606558
Schlei_S14,3296.063411379849,4249.8216885343745,676,157.99401197604791
Schlei_S15,3495.102452058074,4378.670138912674,638,178.69398907103826
Schlei_S16,4180.127724632934,4837.981024943682,741,214.88324873096445
Schlei_S17,4751.395018313076,5322.3320640238635,711,204.08187134502924
Schlei_S19,5603.295041984819,5988.845271590099,62,249.36170212765958
Schlei_S1_15cm,5414.986137870218,6805.942699476727,2197,184.99367088607596
Schlei_S2,3716.1355032536467,5077.399869572877,4657,138.17777777777778
Schlei_S20,5133.9728325926235,5559.367188326254,575,211.23584905660377
Schlei_S21,7279.887517595388,7457.699369644124,200,224.41176470588235
Schlei_S22,10457.614614560596,10377.856665888348,294,241.29333333333332
Schlei_S23,11717.26730237247,11539.133880327909,68,325.57142857142856
Schlei_S24,13568.445490515362,13241.264939225786,175,249.91379310344828
Schlei_S25,19594.703365068108,18868.83201115583,49,342.07142857142856
Schlei_S26,22145.333473355477,21260.48939200684,23,282.84615384615387
Schlei_S27,23328.97782918949,22378.302277399383,5,193.0
Schlei_S29,25488.541558508314,24453.51478476624,57,259.7916666666667
Schlei_S2_15cm,3716.1355032536467,5077.399869572877,4657,138.17777777777778
Schlei_S3,3357.9580191017717,4654.694016805394,4707,128.8787313432836
Schlei_S30,26333.458577056877,25268.589312604232,54,285.2105263157895
Schlei_S31,30320.906316727556,28995.091489056154,7,329.3333333333333
Schlei_S32,29483.020468707076,28258.23220340339,0,489.0
Schlei_S4,3032.446848694763,4160.577856607078,2392,101.05653021442495
Schlei_S4_15cm,3032.446848694763,4160.577856607078,2392,101.05653021442495
Schlei_S5,3520.1718111990467,4618.973563059591,927,58.52238805970149
Schlei_S6,3048.2711159844653,4258.297410078159,5435,86.96327683615819
Schlei_S7,2988.5983669010775,4224.169334162849,5256,92.41202346041055
Schlei_S8,3323.227588962619,4602.141319881782,7057,31.888517279821627
