Sample,WWTP_influence_as_tracer_mean_dist,WWTP_influence_as_endpoints_mean_dist,WWTP_influence_as_cumulated_residence,WWTP_influence_as_mean_time_travelled
Schlei_S10,2871.866871778582,3546.0568797769247,15553,7.178173719376392
Schlei_S10_15cm,2871.866871778582,3546.0568797769247,15553,7.178173719376392
Schlei_S11,2586.840325713565,3251.1139812105985,21174,112.08275862068966
Schlei_S13,2487.541822703816,3061.963856255209,8929,120.06869220607662
Schlei_S14,2867.5035755929807,3348.0441727034745,1666,147.2123076923077
Schlei_S15,3099.754237140715,3542.23412589886,1451,171.7283950617284
Schlei_S16,3910.934363399137,4193.060626990282,2661,199.0125313283208
Schlei_S17,4549.671470235391,4765.173563179298,1540,205.05243445692884
Schlei_S19,5455.896820850729,5581.195000268845,176,212.5206611570248
Schlei_S1_15cm,5090.5016022775735,5759.459475615781,4482,172.5529411764706
Schlei_S2,3313.7297115267484,3939.489898111053,8387,145.41482965931863
Schlei_S20,4939.105156948376,5106.4006859989095,1533,207.48467966573816
Schlei_S21,7193.182979494253,7222.146251418347,534,225.88198757763976
Schlei_S22,10465.997000080153,10378.521928904915,640,234.44444444444446
Schlei_S23,11755.577100488861,11623.264397912586,434,297.875
Schlei_S24,13666.335156538098,13458.634388245651,378,252.6888888888889
Schlei_S25,19802.444754159347,19429.83248381014,75,310.8636363636364
Schlei_S26,22383.013488062268,21947.276744261202,38,274.7894736842105
Schlei_S27,23572.606646558048,23114.3426879087,5,193.0
Schlei_S29,25731.17081771543,25248.684522693147,58,265.84
Schlei_S2_15cm,3313.7297115267484,3939.489898111053,8387,145.41482965931863
Schlei_S3,2905.2043948811192,3502.3101860501056,12885,138.0056179775281
Schlei_S30,26575.885857618927,26083.69330243748,57,285.0
Schlei_S31,30590.894038630166,29983.86343328354,10,326.6666666666667
Schlei_S32,29739.059902668574,29180.960354080744,18,295.0
Schlei_S4,2516.472863870015,3113.7677956460843,12161,110.7473544973545
Schlei_S4_15cm,2516.472863870015,3113.7677956460843,12161,110.7473544973545
Schlei_S5,3045.502413575844,3635.47543201435,2427,54.97763157894737
Schlei_S6,2507.8765741230727,3160.3708682902457,24758,102.27176470588235
Schlei_S7,2440.765359118806,3075.6564599392964,20602,104.18127962085308
Schlei_S8,2793.4808958150393,3467.380438429196,23320,9.416481069042316
