Sample,WWTP_influence_as_tracer_mean_dist,WWTP_influence_as_endpoints_mean_dist,WWTP_influence_as_cumulated_residence,WWTP_influence_as_mean_time_travelled
Schlei_S10,643.8346241435842,769.6326158330354,694567,63.67928730512249
Schlei_S10_15cm,643.8346241435842,769.6326158330354,694567,63.67928730512249
Schlei_S11,960.6833346774022,1021.4997593153626,3579,103.61392405063292
Schlei_S13,1555.6624373853629,1584.3769632545288,4924,96.34408602150538
Schlei_S14,2346.2742598583295,2346.953234469568,231,81.98076923076923
Schlei_S15,2676.7792964955806,2666.241388772592,179,123.35714285714286
Schlei_S16,4239.963210387141,4222.560591156791,343,169.0
Schlei_S17,5215.859470531173,5201.296543497631,256,172.8
Schlei_S19,6259.740761739701,6233.573102397666,23,173.2941176470588
Schlei_S1_15cm,3854.1289128451026,3944.759676746648,757,124.41935483870968
Schlei_S2,2257.4231142031035,2323.116417058545,1780,110.53246753246754
Schlei_S20,5452.220235630093,5422.546670967623,192,168.01785714285714
Schlei_S21,7995.016882641895,7954.379739714887,69,184.0909090909091
Schlei_S22,11178.559838367793,11123.788033182893,68,183.94117647058823
Schlei_S23,12437.383243817889,12379.804702425308,6,346.0
Schlei_S24,14481.682075260298,14419.496124682457,190,184.2941176470588
Schlei_S25,20653.437401185136,20580.625413897716,1,130.0
Schlei_S26,23273.521782205382,23195.696123603782,6,390.5
Schlei_S27,24427.414198134797,24348.050914026993,0,489.0
Schlei_S29,26465.422272636024,26385.374760612147,2,309.5
Schlei_S2_15cm,2257.4231142031035,2323.116417058545,1780,110.53246753246754
Schlei_S3,1932.831320852808,1979.7202378719353,4317,120.73809523809524
Schlei_S30,27281.135290479215,27200.690721120776,4,413.0
Schlei_S31,31438.84243870391,31348.782153086893,2,338.0
Schlei_S32,30476.01895597988,30390.46222251325,0,489.0
Schlei_S4,1471.099173968687,1500.429674155026,15074,93.91025641025641
Schlei_S4_15cm,1471.099173968687,1500.429674155026,15074,93.91025641025641
Schlei_S5,1708.6181836711958,1691.6696442025304,8106,81.646
Schlei_S6,1085.5261136160893,1136.1765367267747,18792,115.30188679245283
Schlei_S7,1085.6274363848238,1142.6328515060336,30217,159.96113989637306
Schlei_S8,701.457748991296,808.6791091054456,766486,63.67928730512249
