Sample,WWTP_influence_as_tracer_mean_dist,WWTP_influence_as_endpoints_mean_dist,WWTP_influence_as_cumulated_residence,WWTP_influence_as_mean_time_travelled
Schlei_S10,2756.756432559383,2845.0363140700783,7937,23.8630289532294
Schlei_S10_15cm,2756.756432559383,2845.0363140700783,7937,23.8630289532294
Schlei_S11,2471.2323319673847,2557.6718936548014,17433,68.36806722689076
Schlei_S13,2324.618902595548,2357.334278775404,18054,82.41906202723146
Schlei_S14,2738.5889205004905,2805.276553465079,1825,98.97222222222223
Schlei_S15,2975.1784304345856,3049.2903942903135,1091,123.83453237410072
Schlei_S16,3794.6950908339995,3851.277855998914,3910,135.03508771929825
Schlei_S17,4472.827646959465,4527.435994611833,2376,177.1578947368421
Schlei_S19,5372.81637875916,5436.887614278017,399,166.42990654205607
Schlei_S1_15cm,5061.345248359807,5123.4623401310455,3200,110.8955223880597
Schlei_S2,3214.943327204806,3257.7659485354525,4184,97.7607843137255
Schlei_S20,4823.95142800149,4896.773210367586,1389,149.77333333333334
Schlei_S21,7080.477125569611,7138.654520216183,716,166.34408602150538
Schlei_S22,10327.967496662886,10352.8045237347,1071,170.20408163265307
Schlei_S23,11630.895836673997,11641.1680625545,175,181.4375
Schlei_S24,13559.527147313302,13548.265778617173,259,201.17391304347825
Schlei_S25,19753.538928922186,19709.706073842255,6,234.33333333333334
Schlei_S26,22352.64784864554,22304.60760581066,4,175.0
Schlei_S27,23547.749560902022,23499.50817844524,1,191.0
Schlei_S29,25713.99516154615,25670.291451361612,0,489.0
Schlei_S2_15cm,3214.943327204806,3257.7659485354525,4184,97.7607843137255
Schlei_S3,2759.0839593208857,2786.699489241653,16739,107.6504854368932
Schlei_S30,26561.00875256454,26518.509229519932,0,489.0
Schlei_S31,30586.982654077543,30538.917255619126,0,489.0
Schlei_S32,29732.598937360544,29688.573946735178,0,489.0
Schlei_S4,2379.040108834062,2442.737428039738,11842,71.97819314641744
Schlei_S4_15cm,2379.040108834062,2442.737428039738,11842,71.97819314641744
Schlei_S5,2945.1819698516542,3048.550285149845,3204,52.4873417721519
Schlei_S6,2383.3472952115535,2463.2533253106662,19809,73.58823529411765
Schlei_S7,2273.9809698458866,2307.888012208045,35791,69.21328224776501
Schlei_S8,2678.580583463989,2768.028494043616,10197,36.505567928730514
