Sample,WWTP_influence_as_tracer_mean_dist,WWTP_influence_as_endpoints_mean_dist,WWTP_influence_as_cumulated_residence,WWTP_influence_as_mean_time_travelled
Schlei_S10,4899.445751955495,9011.402073394498,7464,25.531180400890868
Schlei_S10_15cm,4899.445751955495,9011.402073394498,7464,25.531180400890868
Schlei_S11,4499.958511356724,8572.22086320079,15166,56.971698113207545
Schlei_S13,4303.006328283145,8375.531741678156,11190,91.86013986013987
Schlei_S14,4259.820324450803,8096.144655449802,3320,135.6036866359447
Schlei_S15,4319.070617947701,8020.243074063543,2674,161.10204081632654
Schlei_S16,4644.674572375856,8034.810155328672,3997,175.84299516908212
Schlei_S17,5105.958645280862,8375.435391788937,3487,186.23480662983425
Schlei_S19,5692.696644408515,8581.273012628022,1008,193.38655462184875
Schlei_S1_15cm,7380.885538568015,11648.828319610748,1676,148.79439252336448
Schlei_S2,5498.417143115862,9788.617577079698,6590,105.18614718614718
Schlei_S20,5275.926720598004,8221.516788973071,3419,185.3469827586207
Schlei_S21,7005.998072460561,9181.673647351789,1423,197.88484848484848
Schlei_S22,9723.03808406518,10693.0082489414,1038,219.2888888888889
Schlei_S23,10848.106458472716,11408.311044181954,476,278.7846153846154
Schlei_S24,12474.655248857665,12487.646708866507,778,227.91847826086956
Schlei_S25,18025.393645886033,16445.472619107222,381,275.2153846153846
Schlei_S26,20435.301394868224,18220.175697039293,405,264.1463414634146
Schlei_S27,21580.912054060263,19060.4248047177,162,284.22727272727275
Schlei_S29,23725.318849659936,20719.766361917515,379,277.1904761904762
Schlei_S2_15cm,5498.417143115862,9788.617577079698,6590,105.18614718614718
Schlei_S3,5024.149355263997,9273.911998620588,9460,99.73333333333333
Schlei_S30,24566.57843460249,21403.375769461807,275,272.3490566037736
Schlei_S31,28430.358189654704,24213.12688704961,96,288.03921568627453
Schlei_S32,27645.326034885984,23796.367377086775,64,328.8181818181818
Schlei_S4,4272.418593037944,8298.907302463387,9218,74.11817026683609
Schlei_S4_15cm,4272.418593037944,8298.907302463387,9218,74.11817026683609
Schlei_S5,4618.940658849211,8453.549485796793,4437,54.429611650485434
Schlei_S6,4394.685082415091,8465.02767454969,15161,59.427218934911245
Schlei_S7,4453.2834170776705,8599.437034914063,14105,76.01987577639751
Schlei_S8,4790.3463127563045,8890.695803276565,10285,42.74276169265033
