TweedieRegressor;71;4;1;109;[ 8 11 13 22 25];['S11' 'S15' 'S17' 'S27' 'S31'];0.926025250706944;0.454518555580511;344.59080187473;0.258887852524378;0.831360316918434;0.671980681499261;963.446069707454;0.567451066358824;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;71;2;2;482;[ 0  3  9 14 15];['S01' 'S04' 'S13' 'S19' 'S20'];0.762935029600801;0.283367893784104;927.433217885165;0.245120076478031;0.804942248224096;0.498229134197511;868.143547875169;0.440710425244218;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;71;3;3;1013;[ 1  6 16 18 19];['S02' 'S08' 'S21' 'S23' 'S24'];0.537873725748591;1.36335559711316;1081.5658396175;0.555194637093168;0.71712994880143;0.533521655508015;561.385232571381;0.234287623450262;86;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;71;0;4;1428;[ 2  4  5 12 17 24];['S03' 'S06' 'S07' 'S16' 'S22' 'S30'];0.225329134572156;0.907071373098971;2922.49901309052;0.38988065833955;0.826764546373013;0.804809805078063;783.923601562332;0.51404485085344;26;['WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;71;1;5;1712;[ 7 10 20 21 23];['S10' 'S14' 'S25' 'S26' 'S29'];-0.201598116652262;2.65457806869117;1368.64336276239;0.749200383612879;0.897295136404759;0.450275319674379;834.73524137602;0.372311542128426;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;72;1;1;238;[ 1  4  9 16 17];['S02' 'S06' 'S13' 'S21' 'S22'];0.876243643244441;0.564784742328079;939.839265017982;0.311254227060237;0.788811959889471;0.749198247510595;715.292264546487;0.423250975792788;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;72;4;2;372;[ 5 10 14 19 24];['S07' 'S14' 'S19' 'S24' 'S30'];0.81020965458587;5.52790721825374;1110.53051395727;5.33908900940996;0.76704013440647;0.72435237640821;1558.03691551035;0.589888779834033;78;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'SED_D50'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;72;0;3;645;[ 2  3  6 11 18 22];['S03' 'S04' 'S08' 'S15' 'S23' 'S27'];0.70179128780592;0.633336190067016;865.495499676255;0.542181027967546;0.621742587646022;0.944757797342708;1093.90004511077;0.600829866440308;59;['Depth', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;72;3;4;911;[ 7 13 15 21 25];['S10' 'S17' 'S20' 'S26' 'S31'];0.593466101040505;0.743686616933088;185.097040105096;0.398485001648799;0.871131304750888;0.815299516591012;1168.4308744119;0.363230029346195;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;72;2;5;1635;[ 0  8 12 20 23];['S01' 'S11' 'S16' 'S25' 'S29'];-0.0436541757507716;0.53163233564294;3342.89217805953;0.599245505948901;0.730866348024523;1.08767389901781;702.617939640323;0.679800097500378;124;['WWTP_influence_as_cumulated_residence__nosed_0µm_allseasons_222_', 'SED_D50', 'PC2'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;73;2;1;105;[ 4  5  7 15 24];['S06' 'S07' 'S10' 'S20' 'S30'];0.92832692645129;0.402234665283634;994.933536638539;0.366641110023736;0.805606173548993;0.649687801285998;813.028266498542;0.414793452749286;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;73;3;2;296;[ 1  3  6  8 25];['S02' 'S04' 'S08' 'S11' 'S31'];0.846833018292534;0.322501677321795;963.461427348874;0.30839884522339;0.746416838998415;1.00071711907883;701.550713057099;0.635439546645984;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;73;4;3;590;[10 14 16 18 22];['S14' 'S19' 'S21' 'S23' 'S27'];0.723633642662657;2.13603635984218;911.836797985567;0.514000449822755;0.83435115618343;0.842342154723817;624.372205959971;0.433563053924282;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;73;1;4;842;[11 12 13 17 19];['S15' 'S16' 'S17' 'S22' 'S24'];0.625606895901687;2.43542044773162;920.394184686303;0.900345689578658;0.795149092939073;0.882431768191786;1092.42884281773;0.523790410263101;33;['WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222', 'SED_D50'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;73;0;5;1630;[ 0  2  9 20 21 23];['S01' 'S03' 'S13' 'S25' 'S26' 'S29'];-0.0221194481778095;0.678393726341831;1276.47573429133;0.479558481224867;0.912017269730381;0.519659551080955;907.194654185102;0.306132623412773;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;74;4;1;30;[ 4  9 10 24 25];['S06' 'S13' 'S14' 'S30' 'S31'];0.963149092443258;1.93876043026705;241.84382915906;0.347042205004565;0.747773407682751;0.628710089221087;1158.71622903961;0.458454425098839;122;['WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222', 'perc_MUD', 'PC2'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;74;0;2;90;[ 0  1  6 12 18 23];['S01' 'S02' 'S08' 'S16' 'S23' 'S29'];0.936315262329934;0.309781885232511;907.337541930252;0.170416940278159;0.885816039321152;1.10196204017198;471.430179542359;0.518237719654302;128;['WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD', 'PC2'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;74;2;3;440;[ 2  8 13 20 21];['S03' 'S11' 'S17' 'S25' 'S26'];0.779775136994927;1.06832730079874;310.926041442712;0.318617257457499;0.794036079775125;0.968080317342388;996.104380783928;0.537615106414063;34;['WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;74;1;4;610;[ 7 14 15 16 19];['S10' 'S19' 'S20' 'S21' 'S24'];0.713979467745717;0.946414353288601;599.689208184642;0.353674158299647;0.925163979507912;0.543910469702158;694.034034805367;0.447300965165552;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;74;3;5;1341;[ 3  5 11 17 22];['S04' 'S07' 'S15' 'S22' 'S27'];0.296415031248295;1.48313965078085;1686.30986688772;1.29827591866065;0.802615648828171;0.598056185785758;1102.14499280827;0.501091762992186;71;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;75;1;1;4;[ 4  9 12 21 25];['S06' 'S13' 'S16' 'S26' 'S31'];0.987125577441574;0.886839430504928;270.588602320876;0.173573217695849;0.581539883020931;0.960993296367598;1302.51484398778;0.638611218957038;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;75;0;2;341;[ 1  5 10 11 13 18];['S02' 'S07' 'S14' 'S15' 'S17' 'S23'];0.827866732899854;1.81281272199338;653.301957388647;0.363430788840815;0.806558171095303;0.546019068141069;868.64331797792;0.452157443362171;63;['Depth', 'WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;75;4;3;508;[ 8 16 17 19 24];['S11' 'S21' 'S22' 'S24' 'S30'];0.754810860286704;1.70858245815346;1821.3633880352;0.443096325925325;0.88574394761467;0.607095669832668;721.004987124878;0.505712014241138;122;['WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222', 'perc_MUD', 'PC2'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;75;3;4;831;[ 0  2  6 20 22];['S01' 'S03' 'S08' 'S25' 'S27'];0.629162286529691;0.384460331943084;739.643907986216;0.421689799307991;0.586610936311547;0.789079340074741;1047.34040570029;0.582680233325978;59;['Depth', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;75;2;5;1770;[ 3  7 14 15 23];['S04' 'S10' 'S19' 'S20' 'S29'];-0.401224515874634;0.375221866672858;632.343654127421;0.277465403302949;0.848847842950107;1.09877149395778;1085.13551168787;0.487514093604312;128;['WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD', 'PC2'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;76;2;1;170;[ 4 16 17 18 24];['S06' 'S21' 'S22' 'S23' 'S30'];0.903131175513458;0.584934213894968;1049.94069775825;0.300444327826573;0.716387023414707;0.819798937026523;892.384767807789;0.49332163412859;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;76;3;2;639;[ 2  8 12 15 25];['S03' 'S11' 'S16' 'S20' 'S31'];0.703935036892359;0.344589924076818;1436.14146485644;0.334310566080748;0.825522671941553;1.09925520973211;686.467000445638;0.50881185682607;71;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;76;0;3;800;[ 6  9 13 14 19 21];['S08' 'S13' 'S17' 'S19' 'S24' 'S26'];0.639287860795456;2.05522270462139;675.950998660042;0.641971782749137;0.778341941063224;0.481403309392225;1088.96337034987;0.338620156335356;113;['WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'perc_MUD', 'PC2'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;76;1;4;1027;[ 3  5 11 20 22];['S04' 'S07' 'S15' 'S25' 'S27'];0.528164707794536;0.915296052691824;815.131594113281;0.464727248639271;0.894218813235265;0.809373938576309;1084.08231693229;0.328975715371271;63;['Depth', 'WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;76;4;5;1288;[ 0  1  7 10 23];['S01' 'S02' 'S10' 'S14' 'S29'];0.332419874092096;1.98796881786075;1196.79478688815;0.499893610810728;0.849111325982611;0.570551077101289;763.309123627164;0.430084804025722;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;77;3;1;141;[ 0  4  7 12 25];['S01' 'S06' 'S10' 'S16' 'S31'];0.917128587911851;0.211109360312407;559.286884757739;0.245408900727398;0.683304409507597;1.59306724591478;941.040698111163;0.383559098708357;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;77;1;2;314;[ 1  3  8  9 15];['S02' 'S04' 'S11' 'S13' 'S20'];0.842114070904591;0.380006822555838;1128.37011981837;0.26166176709307;0.812194365376544;0.728496495583891;718.127593819516;0.451842933270664;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;77;4;3;840;[ 5 11 20 23 24];['S07' 'S15' 'S25' 'S29' 'S30'];0.625944870305869;0.419947707258808;415.775518544656;0.194557364277022;0.882349872862542;0.853074085668132;917.04363365685;0.511799716354823;128;['WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD', 'PC2'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;77;2;4;881;[ 6 10 16 19 21];['S08' 'S14' 'S21' 'S24' 'S26'];0.612187569844948;4.38318332727925;1538.54053068474;5.30221840307338;0.922705285931387;0.530899358164067;686.698238588585;0.423271272550772;59;['Depth', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;77;0;5;1863;[ 2 13 14 17 18 22];['S03' 'S17' 'S19' 'S22' 'S23' 'S27'];-1.25552283588624;1.4148357448467;1618.86463828834;0.682479545628286;0.814714384954625;0.534159658823759;926.861766206186;0.434411018527547;71;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;78;3;1;395;[ 3 12 14 19 20];['S04' 'S16' 'S19' 'S24' 'S25'];0.800165305634254;1.34425625860578;665.664001022018;0.379511973216658;0.801728583052269;0.819314456471681;1187.01287271421;0.498113773855758;63;['Depth', 'WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;78;2;2;574;[ 4  6 11 13 24];['S06' 'S08' 'S15' 'S17' 'S30'];0.727533489199013;0.514679493753661;333.463803026063;0.445387043582454;0.479881070841917;1.08234131831658;986.031622121697;0.475021519328543;59;['Depth', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;78;4;3;659;[ 5  8  9 22 23];['S07' 'S11' 'S13' 'S27' 'S29'];0.696035793915523;0.563510678800893;2213.84271121351;0.279873309021755;0.749315536251458;0.721367339620564;896.723296284947;0.439818572209732;26;['WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;78;0;4;1037;[ 1  2 15 16 21 25];['S02' 'S03' 'S20' 'S21' 'S26' 'S31'];0.508833224896295;0.853662491149673;1220.78035102147;0.539026075055779;0.852898862671921;0.711156852479225;587.538417571535;0.295393469194156;122;['WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222', 'perc_MUD', 'PC2'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;78;1;5;1066;[ 0  7 10 17 18];['S01' 'S10' 'S14' 'S22' 'S23'];0.481858284634799;2.42212056182318;1297.64854808252;0.665283995441827;0.863134800839971;0.561852406432469;845.89355656003;0.465866229526052;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;79;3;1;181;[ 1  8 11 17 24];['S02' 'S11' 'S15' 'S22' 'S30'];0.900675514429884;0.752116349276705;962.264271118585;0.544267121673408;0.684727585426931;1.06865495221984;699.685588136837;0.337420073129045;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;79;1;2;198;[ 4  5 14 15 16];['S06' 'S07' 'S19' 'S20' 'S21'];0.892582132281015;0.287754776992319;953.61895369336;0.252836593944646;0.842826103224015;0.837018269371046;691.394145690201;0.501268170948153;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;79;0;3;845;[ 0  6  7 19 22 25];['S01' 'S08' 'S10' 'S24' 'S27' 'S31'];0.624631358500227;1.09215353765423;542.571477057088;0.306141833611237;0.506986617869748;1.74923518164282;1438.19189290406;0.60511392643907;59;['Depth', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;79;2;4;891;[ 2  9 12 13 21];['S03' 'S13' 'S16' 'S17' 'S26'];0.609120155087153;1.03336670585154;888.048612915697;0.32181649820535;0.84644644721711;0.887471598677122;1020.06910816966;0.597940165330177;34;['WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;79;4;5;1748;[ 3 10 18 20 23];['S04' 'S14' 'S23' 'S25' 'S29'];-0.309293585741987;1.96116609529409;448.165736327425;0.361132744824677;0.884377546529146;0.432800338075834;796.542098027112;0.430165693437141;42;['WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;80;0;1;266;[ 1  7  8 13 21 24];['S02' 'S10' 'S11' 'S17' 'S26' 'S30'];0.865778805637794;0.55871961966206;448.542499022989;0.604736510619744;0.901692738025563;0.718636216396949;798.819229888878;0.385674871702144;78;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'SED_D50'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;80;1;2;503;[11 14 16 20 22];['S15' 'S19' 'S21' 'S25' 'S27'];0.756043013589747;0.444090451964568;393.915387571607;0.372065365282228;0.874525327362998;0.864235624556483;1010.2149353019;0.338985536110739;42;['WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;80;4;3;652;[ 6 10 15 18 19];['S08' 'S14' 'S20' 'S23' 'S24'];0.697253956565233;3.08702537014456;1117.66305422821;0.630024269576218;0.800440083478357;0.462622501507093;617.038285357001;0.355284758462149;59;['Depth', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;80;3;4;818;[ 3  5 17 23 25];['S04' 'S07' 'S22' 'S29' 'S31'];0.633792811013992;0.533535902100245;1013.22704534848;0.226002430673188;0.824227086293619;0.783820384515425;754.666549612426;0.44803525810205;42;['WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;80;2;5;1858;[ 0  2  4  9 12];['S01' 'S03' 'S06' 'S13' 'S16'];-1.20818141704309;0.387881575262681;2324.56495994153;0.339534398793258;0.841312300941876;0.978604793770013;670.175769456975;0.480287879269823;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;81;0;1;98;[ 2  6  7 12 21 23];['S03' 'S08' 'S10' 'S16' 'S26' 'S29'];0.934241917853712;0.7119120459421;1738.05500125288;0.53944628979922;0.813505202701455;0.37424836888;662.751803681601;0.353377284689269;42;['WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;81;2;2;164;[ 4  8  9 15 20];['S06' 'S11' 'S13' 'S20' 'S25'];0.905416296199732;0.271127793620128;754.797208363822;0.20166464955334;0.356121166319839;1.42120442189717;1091.89037705763;0.575349733588987;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;81;1;3;633;[ 0  5 13 16 18];['S01' 'S07' 'S17' 'S21' 'S23'];0.708009582664018;0.353008510228688;1615.93913457952;0.330782086203242;0.788347898319577;0.978559035429184;990.372676124835;0.615582718541487;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;81;4;4;1063;[ 1  3 11 14 22];['S02' 'S04' 'S15' 'S19' 'S27'];0.484460348743566;0.371631207578316;170.879996663804;0.285366457516645;0.798328982632629;1.07369795267893;1192.99961487295;0.472049871969284;128;['WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD', 'PC2'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;81;3;5;1989;[10 17 19 24 25];['S14' 'S22' 'S24' 'S30' 'S31'];-21.6932152957711;3.79701252053983;1047.49245095929;2.81236900395003;0.700402178208108;0.511212127232637;1000.21225215073;0.42822034767992;34;['WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;82;3;1;660;[ 1 10 14 16 20];['S02' 'S14' 'S19' 'S21' 'S25'];0.693473696486077;1.81482265993537;805.189431954925;0.365847276316194;0.831056789490461;1.08648855130705;1129.21272850803;0.565829979257107;128;['WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD', 'PC2'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;82;0;2;918;[ 0  6  8 15 17 21];['S01' 'S08' 'S11' 'S20' 'S22' 'S26'];0.591965359555108;1.34368404000794;1424.91669376397;0.552757057593675;0.788068917228607;0.374707865627637;613.887876198172;0.339375559752055;59;['Depth', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;82;1;3;1068;[ 4  5  7  9 18];['S06' 'S07' 'S10' 'S13' 'S23'];0.481592589848484;0.551040605952382;1518.49720003532;0.191874804149017;0.792478871087986;1.25541603992156;1214.10914756696;0.625320419276132;78;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'SED_D50'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;82;2;4;1248;[11 12 19 22 23];['S15' 'S16' 'S24' 'S27' 'S29'];0.358047396230991;1.06253394468128;561.41534086321;0.766672835750976;0.775205816921053;0.486124518673239;761.610547506567;0.358681918707267;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;82;4;5;1464;[ 2  3 13 24 25];['S03' 'S04' 'S17' 'S30' 'S31'];0.182268800533948;0.327471294947571;190.605553819817;0.317147344126152;0.782840204278889;0.717700117906055;1119.99522612773;0.558497529875066;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;83;3;1;2;[ 3  4 19 21 24];['S04' 'S06' 'S24' 'S26' 'S30'];0.990719830138115;1.59521883787789;205.182480128609;0.165336406227727;0.782864100178933;0.615521159059513;1186.91298025516;0.424001581093979;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;83;2;2;728;[ 5  6 14 17 20];['S07' 'S08' 'S19' 'S22' 'S25'];0.667748814625344;0.847186211706474;1445.12468187867;0.474817427440851;0.633564341733678;1.19982128887273;1268.77607739609;0.633700450276566;59;['Depth', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;83;0;3;820;[ 1  9 10 11 12 25];['S02' 'S13' 'S14' 'S15' 'S16' 'S31'];0.633644023057832;3.08669242328557;739.493665543913;0.677062131945817;0.815459799590052;0.713536062914377;1128.63032444805;0.469703470422967;78;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'SED_D50'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;83;4;4;1272;[ 0  7  8 18 23];['S01' 'S10' 'S11' 'S23' 'S29'];0.340249877818303;0.705767303450174;3498.35823640744;0.333705207754972;0.770216279455588;1.07305300689645;739.671986341004;0.425171037416626;78;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'SED_D50'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;83;1;5;1602;[ 2 13 15 16 22];['S03' 'S17' 'S20' 'S21' 'S27'];0.0130110813872252;0.472812450368098;1332.38201679868;0.480569807911821;0.92977324092877;0.791822494105705;622.168155744741;0.429576909133808;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;84;3;1;118;[ 0  1  4 22 25];['S01' 'S02' 'S06' 'S27' 'S31'];0.923148592568049;0.303775558849919;508.882603484488;0.310875297443364;0.802269990917113;0.949205860787688;868.767338948737;0.533086770384007;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;84;2;2;184;[ 5  9 18 19 24];['S07' 'S13' 'S23' 'S24' 'S30'];0.899555328813062;1.29879733108775;930.140168476157;0.483490611775774;0.814064505347335;1.56433914046178;1356.09260028351;0.518019154333185;122;['WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222', 'perc_MUD', 'PC2'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;84;1;3;967;[ 6  8 11 20 23];['S08' 'S11' 'S15' 'S25' 'S29'];0.561591001665233;0.530926512725426;2328.73862176814;0.516614575702112;0.853297330184377;1.31261822767589;676.984960988458;0.526654465306276;22;['WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;84;0;4;1598;[ 2  3  7 12 15 16];['S03' 'S04' 'S10' 'S16' 'S20' 'S21'];0.016223960694431;0.31824087419918;901.725669050818;0.231404884241088;0.907341127516913;0.810670575349027;535.152191636522;0.600476667258407;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;84;4;5;1968;[10 13 14 17 21];['S14' 'S17' 'S19' 'S22' 'S26'];-11.1813129038066;3.14218879723453;266.740842201215;2.07253763547714;0.778801120834889;0.442941680368952;1012.54803397144;0.307136756496581;106;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
TweedieRegressor;85;4;1;221;[ 0  4 10 13 19];['S01' 'S06' 'S14' 'S17' 'S24'];0.88058543396825;2.60788489755484;1245.34848827826;0.366830755688281;0.689918579288037;0.907242878324496;1369.61267159103;0.566071484198481;79;['Depth', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
