# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;29;1;1;119;[ 6 13 22 23 24];['S08' 'S17' 'S27' 'S29' 'S30'];0.857972503918485;0.833082578331146;2182.97021484375;0.664324471954884;0.616700670976964;0.708162561221352;713.240547180176;0.635507986457484;63;['Depth', 'WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222', 'perc_MUD'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;29;4;2;917;[ 2  8 12 19 21];['S03' 'S11' 'S16' 'S24' 'S26'];0.30118219579382;2.93468815485374;1362.73890014668;0.692711710700298;0.807140186958844;1.27699389892852;915.183386386857;0.583217671287665;121;['WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222', 'SED_D50', 'PC2'];TweedieRegressor;1;log;2;;;;;;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;29;3;3;1459;[ 0  1  9 11 17];['S01' 'S02' 'S13' 'S15' 'S22'];-0.322229382645205;1.4419816190947;1502.98745153798;0.901451999765384;0.358018542405744;2.17988746086533;1032.75690546868;0.745438852853265;128;['WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD', 'PC2'];TweedieRegressor;1;log;2;;;;;;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;29;2;4;878;[ 4  5  7 16 20];['S06' 'S07' 'S10' 'S21' 'S25'];0.32344448268129;0.240506405188639;765.298583984375;0.171561933600889;0.810932817885378;1.15888205233539;658.597717285156;0.667855106972872;90;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222', 'perc_MUD'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;29;0;5;1628;[ 3 10 14 15 18 25];['S04' 'S14' 'S19' 'S20' 'S23' 'S31'];-0.953559940518795;10.6360067556241;637.021148681641;4.62377163415356;0.599004976662869;1.11659319728199;1001.02282714844;0.454245041483855;29;['WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'SED_D50'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;30;4;1;63;[ 5 13 20 23 25];['S07' 'S17' 'S25' 'S29' 'S31'];0.912506142212429;1.46668391188877;750.5771484375;0.506127843244183;0.556962342980995;1.28402565496388;819.268249511719;0.661912635943481;85;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'SED_D50'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;30;0;2;806;[ 0  6  8 10 11 24];['S01' 'S08' 'S11' 'S14' 'S15' 'S30'];0.359451668789781;6.73381451339565;2122.75410461426;0.793486581617;0.780016270113982;1.45046865400806;606.230712890625;0.596679105740033;58;['Depth', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'SED_D50'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;30;2;3;1149;[ 1  7  9 18 21];['S02' 'S10' 'S13' 'S23' 'S26'];0.120595381685285;2.0449824149862;1112.79296875;0.640682275831208;0.679700525973868;1.47650937700288;1188.68737792969;0.820393480075947;30;['WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'perc_MUD'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;30;1;4;1365;[ 4 15 16 19 22];['S06' 'S20' 'S21' 'S24' 'S27'];-0.137175646556232;1.67507330125967;1009.08154296875;0.70788562831594;0.691159725067791;2.09498483615903;588.807586669922;0.622095749993123;118;['WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'SED_D50', 'PC2'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;30;3;5;1886;[ 2  3 12 14 17];['S03' 'S04' 'S16' 'S19' 'S22'];-6.47183571219003;2.12147791250494;693.72509765625;2.07614787755973;0.713230021602158;1.6397270197859;960.110168457031;0.818091965552212;86;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'perc_MUD'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;31;4;1;276;[ 2  6 16 18 23];['S03' 'S08' 'S21' 'S23' 'S29'];0.724045050675491;0.999621330041775;2218.59252929688;0.358355419416654;0.580648643859142;1.13233862847755;791.609657287598;0.750205364217876;86;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'perc_MUD'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;31;1;2;511;[ 3  8 13 22 25];['S04' 'S11' 'S17' 'S27' 'S31'];0.514519467253524;1.96767136233416;390.106600960609;0.585737061561253;0.785008019513932;1.41562970188443;910.54771603974;0.641318930829593;90;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;31;0;3;645;[ 0  5  7  9 15 24];['S01' 'S07' 'S10' 'S13' 'S20' 'S30'];0.434521676607564;0.392678504151418;1431.91369628906;0.335769113439803;0.435920271321013;1.25619311253253;744.483505249023;0.773711121052702;66;['Depth', 'WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'SED_D50'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;31;2;4;1490;[ 1  4 12 19 20];['S02' 'S06' 'S16' 'S24' 'S25'];-0.409920778940093;1.21298649923339;731.198425292969;0.73534409776866;0.591333574023993;1.92290737678197;1278.47988891602;0.805954142910216;26;['WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222', 'perc_MUD'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;31;3;5;1969;[10 11 14 17 21];['S14' 'S15' 'S19' 'S22' 'S26'];-17.7812105986618;6.38112660198452;438.264495849609;3.4146853855678;0.696445221382297;0.720254520690323;1349.82073974609;0.344167987756707;119;['WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'perc_MUD', 'PC2'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;32;4;1;415;[ 5 11 19 22 23];['S07' 'S15' 'S24' 'S27' 'S29'];0.579076634245927;2.12436681047857;1468.80090332031;2.56376932435117;0.530077657003749;1.57351565210305;883.134490966797;0.514507268919184;26;['WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222', 'perc_MUD'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;32;3;2;428;[ 3  7  9 10 25];['S04' 'S10' 'S13' 'S14' 'S31'];0.569838023102349;4.45789789529286;851.443775865203;0.647485761114223;0.570747309640859;1.29900096622464;1046.85467019023;0.776204022694505;94;['Dist_Land', 'WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;32;0;3;530;[ 0  6 14 15 16 18];['S01' 'S08' 'S19' 'S20' 'S21' 'S23'];0.501390544025697;1.64905587659334;1687.40176154428;0.686187670999708;0.527407093920949;1.82337616056561;1058.16487630534;0.909196987264947;124;['WWTP_influence_as_cumulated_residence__nosed_0µm_allseasons_222_', 'SED_D50', 'PC2'];TweedieRegressor;1;log;2;;;;;;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;32;1;4;871;[ 2  8 12 17 20];['S03' 'S11' 'S16' 'S22' 'S25'];0.326647228111166;1.17310541898859;1782.46130654517;0.616633244849008;0.735583000369854;1.98815520385143;645.100912511878;0.660267628568922;98;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;32;2;5;1192;[ 1  4 13 21 24];['S02' 'S06' 'S17' 'S26' 'S30'];0.0884116131169976;0.866132568725775;927.679268266135;0.728162690946731;0.699678687429851;0.713060909287931;873.869747306181;0.557143192088389;59;['Depth', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;33;3;1;8;[ 3  6 10 13 14];['S04' 'S08' 'S14' 'S17' 'S19'];0.987311923649813;10.4795108734714;584.335554405809;0.962517530119194;0.20589636585978;1.95319420031564;1008.34066603565;0.955854647131738;85;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'SED_D50'];TweedieRegressor;1;log;2;;;;;;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;33;0;2;424;[ 4  5 11 15 21 22];['S06' 'S07' 'S15' 'S20' 'S26' 'S27'];0.572669524403906;2.04807205125723;931.961730957031;1.84040142368611;0.276809400541727;2.21549160983152;1019.87899780273;0.613366063694674;90;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222', 'perc_MUD'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;33;1;2;1042;[ 0  8 19 23 24];['S01' 'S11' 'S24' 'S29' 'S30'];0.218072132826982;1.19535375779463;2518.78128051758;0.827568086704247;0.928248793065504;0.948047859735279;404.436492919922;0.590242082929418;7;['Depth', 'Dist_Land', 'WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'perc_MUD', 'PC2'];XGBRegressor;;;;gbtree;300;reg:gamma;0;1;0.1;3;5;exact;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;33;2;3;701;[ 1 12 16 17 25];['S02' 'S16' 'S21' 'S22' 'S31'];0.404866677679952;4.10656610785228;1250.03955078125;0.568539653879881;0.686342135340912;2.54097225084315;1006.04668426514;0.579266997369596;121;['WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222', 'SED_D50', 'PC2'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;33;4;5;1796;[ 2  7  9 18 20];['S03' 'S10' 'S13' 'S23' 'S25'];-2.81274263386742;0.691320967468287;913.062133789063;0.461842252801751;0.527426255089979;3.9849510981463;1214.09872436523;1.23387283011074;120;['WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'PC1', 'PC2'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;34;1;1;152;[ 6 12 16 18 20];['S08' 'S16' 'S21' 'S23' 'S25'];0.822925869120225;0.758032151561975;1089.35220612842;0.332188476999896;0.332854390475418;2.89744493829907;1176.51589742958;1.30712197447342;86;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;34;2;3;654;[ 2  8 13 14 23];['S03' 'S11' 'S17' 'S19' 'S29'];0.430039534563134;0.93113231823405;1106.84415793266;0.562170831854458;0.817305588640558;1.32574422755795;763.248153980119;0.60806030702679;90;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;34;4;3;1329;[ 1  9 10 21 22];['S02' 'S13' 'S14' 'S26' 'S27'];-0.0903048560029987;7.15951565388161;1102.17;3.10917249417249;0.383268068721347;5.61789728640343;1706.58041666667;0.926012014014945;7;['Depth', 'Dist_Land', 'WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'perc_MUD', 'PC2'];RandomForestRegressor;;;;;100;;;;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;34;0;4;1489;[ 0  7 15 17 19 25];['S01' 'S10' 'S20' 'S22' 'S24' 'S31'];-0.407023943842189;19.6960993169386;2207.23;4.15052606757877;0.441011363867695;5.5452516439648;1930.80380518093;0.556213086018798;8;['Depth', 'Dist_Land', 'WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'PC1', 'PC2'];RandomForestRegressor;;;;;10;;;;;4;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;34;3;5;1643;[ 3  4  5 11 24];['S04' 'S06' 'S07' 'S15' 'S30'];-1.04572277793266;0.806994645270454;2698.27111816406;0.88026544259075;0.376317456470582;0.858446036992772;1120.68014526367;0.693099125122652;7;['Depth', 'Dist_Land', 'WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'perc_MUD', 'PC2'];XGBRegressor;;;;gbtree;300;reg:gamma;0;1;0.1;2;5;exact;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;35;0;1;352;[ 3  4  6 10 22 24];['S04' 'S06' 'S08' 'S14' 'S27' 'S30'];0.651758620605615;2.28523612314895;1947.82691955566;1.07700840391331;0.776815188909576;0.807202202268084;574.77042388916;0.568299575260412;8;['Depth', 'Dist_Land', 'WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'PC1', 'PC2'];XGBRegressor;;;;gbtree;300;reg:gamma;0;1;0.1;3;5;exact;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;35;3;2;552;[ 0  8 11 18 19];['S01' 'S11' 'S15' 'S23' 'S24'];0.491863481032665;2.00259379766545;2056.89672851563;2.32944136864737;0.764358399717657;1.23988436208067;726.205932617188;0.678306959207222;106;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;35;4;3;643;[ 1  9 12 15 23];['S02' 'S13' 'S16' 'S20' 'S29'];0.434941177378529;0.347440440503769;477.798047101232;0.214837251394439;0.619804176792471;2.23772035945653;1078.59550021496;1.10687554479126;118;['WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'SED_D50', 'PC2'];TweedieRegressor;1;log;2;;;;;;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;35;1;5;1700;[ 2  5 13 16 20];['S03' 'S07' 'S17' 'S21' 'S25'];-1.43008249543739;0.798702949698779;1134.70465087891;0.573952782437484;0.327705863186382;1.67061471402794;998.712753295898;1.51036520680224;85;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'SED_D50'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;35;2;5;1997;[ 7 14 17 21 25];['S10' 'S19' 'S22' 'S26' 'S31'];-83.399749960142;18.9159903780163;921.241666666667;11.9195180023229;0.37677835170117;1.87423568898268;1670.65;0.656544407998243;2;['Depth', 'Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'PC1', 'PC2'];RandomForestRegressor;;;;;10;;;;;4;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;36;3;1;89;[ 0  4  6  9 25];['S01' 'S06' 'S08' 'S13' 'S31'];0.892310994945952;1.20338762754889;1210.78016083085;0.2877329279541;0.278487740586331;1.5129096226965;750.70977379523;0.794391693384233;26;['WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222', 'perc_MUD'];TweedieRegressor;1;log;2;;;;;;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;36;1;2;820;[ 7 17 20 21 23];['S10' 'S22' 'S25' 'S26' 'S29'];0.350175982952899;1.74573125561103;570.47412109375;0.581935592344891;0.563659327885564;1.08415523419882;1106.87823486328;0.619391280483151;29;['WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'SED_D50'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;36;4;3;998;[ 1  2  5  8 12];['S02' 'S03' 'S07' 'S11' 'S16'];0.258511395424946;0.620821446904738;914.08203125;0.57838884513683;0.554368721657938;1.71479747050296;1057.36505508423;0.6725971658148;106;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'perc_MUD'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;36;0;4;1187;[ 3 10 15 16 19 24];['S04' 'S14' 'S20' 'S21' 'S24' 'S30'];0.0899534551022919;3.00861434392892;671.846954345703;0.660168944488832;0.620556317621746;0.881539541915517;759.796325683594;0.601419940806528;118;['WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'SED_D50', 'PC2'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;36;2;5;1676;[11 13 14 18 22];['S15' 'S17' 'S19' 'S23' 'S27'];-1.28982975757424;2.70940291956707;513.57722610165;0.962771868216753;0.560418607836806;1.72341454020921;908.033390743784;0.407386290171605;85;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'SED_D50'];TweedieRegressor;1;log;2;;;;;;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;37;1;1;114;[ 0  1  4 13 16];['S01' 'S02' 'S06' 'S17' 'S21'];0.860250830986448;0.466425112642204;904.412115748448;0.22554651555243;0.522350620304861;1.66076897661534;1345.29425723065;0.75327173834355;85;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'SED_D50'];TweedieRegressor;1;log;2;;;;;;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;37;3;1;392;[ 8 10 18 20 22];['S11' 'S14' 'S23' 'S25' 'S27'];0.598802192229749;3.23827641436439;571.098266601563;0.534558611581722;0.472064223677424;1.73390691144378;1159.53253173828;0.632431151400862;14;['Depth', 'Dist_Land', 'WWTP_influence_as_cumulated_residence__nosed_0µm_allseasons_222_', 'PC1', 'PC2'];XGBRegressor;;;;gbtree;300;reg:gamma;0;1;0.1;2;7;exact;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;37;4;2;299;[ 3 11 12 15 21];['S04' 'S15' 'S16' 'S20' 'S26'];0.709516327822415;2.088397997198;247.413543701172;0.281952782500562;0.572328386716638;12.8003166635267;1835.38287353516;1.98479100123726;86;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'perc_MUD'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;37;0;3;431;[ 5  6  7  9 24 25];['S07' 'S08' 'S10' 'S13' 'S30' 'S31'];0.566553966343193;1.66282505328818;1210.71997070313;0.479351692671098;0.155628028652947;2.647212685473;927.93669128418;0.79360358209485;58;['Depth', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'SED_D50'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;37;2;5;1793;[ 2 14 17 19 23];['S03' 'S19' 'S22' 'S24' 'S29'];-2.79490086199459;3.21609792708203;1161.04284667969;2.10885365804036;0.596470614700758;7.53321346380984;1354.18539428711;1.14001150077693;66;['Depth', 'WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'SED_D50'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;38;2;1;548;[ 3 13 15 18 23];['S04' 'S17' 'S20' 'S23' 'S29'];0.49322385312439;0.697564335532698;630.992101483207;0.782782663892486;0.431559015264952;1.59393108406893;1464.94646975088;0.814276566768552;85;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'SED_D50'];TweedieRegressor;1;log;2;;;;;;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;38;0;2;1109;[ 5  6  8 12 14 17];['S07' 'S08' 'S11' 'S16' 'S19' 'S22'];0.158315505356801;2.62883485274437;1494.29724121094;0.684838363521963;0.484033721103601;1.83394669108284;750.441635131836;0.647216756913246;21;['WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'SED_D50'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;38;4;3;1130;[ 1  4 11 19 21];['S02' 'S06' 'S15' 'S24' 'S26'];0.136154276365032;3.03141478763055;294.354614257813;0.778484806209416;0.705995146082526;2.34738021072373;1098.90335083008;0.706625622135774;29;['WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'SED_D50'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;38;1;5;1780;[ 0  7  9 20 24];['S01' 'S10' 'S13' 'S25' 'S30'];-2.60521092792612;0.556166524757751;1930.17596703069;0.681382808833567;0.680569020203435;5.30224145652372;1340.055;2.39435283011925;6;['Depth', 'Dist_Land', 'WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'SED_D50', 'PC2'];RandomForestRegressor;;;;;100;;;;;2;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;38;3;5;1801;[ 2 10 16 22 25];['S03' 'S14' 'S21' 'S27' 'S31'];-2.91613294908652;8.39938070295478;1249.798828125;1.98561908951934;0.687495818132966;1.17796056264232;779.049240112305;0.708422620798615;86;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'perc_MUD'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;39;2;2;657;[ 8 12 13 14 15];['S11' 'S16' 'S17' 'S19' 'S20'];0.429470308846458;0.900140874613907;156.497985839844;0.532416034945481;0.52821385624267;1.58291671894188;1034.51300048828;0.659426450582259;122;['WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222', 'perc_MUD', 'PC2'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;39;3;2;1221;[ 3  4  6 11 16];['S04' 'S06' 'S08' 'S15' 'S21'];0.0567210720822695;0.627653521873413;3088.21057128906;0.652506975446429;0.415298612348505;2.21493131739118;1105.93046569824;0.904826726697363;6;['Depth', 'Dist_Land', 'WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'SED_D50', 'PC2'];XGBRegressor;;;;gbtree;300;reg:gamma;0;1;0.1;2;7;exact;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;39;4;3;676;[ 0  9 20 24 25];['S01' 'S13' 'S25' 'S30' 'S31'];0.419446633782669;0.59135344370367;900.677734375;0.399114659897414;0.625024772815363;1.02049223402262;731.868423461914;0.876814995390937;86;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444', 'perc_MUD'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;39;0;4;1290;[ 2  5  7 10 18 19];['S03' 'S07' 'S10' 'S14' 'S23' 'S24'];-0.0280961721313042;3.2139710765689;1286.79473876953;1.18913973369266;0.601394494300642;0.901308814108206;906.701240539551;0.499167801677057;8;['Depth', 'Dist_Land', 'WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'PC1', 'PC2'];XGBRegressor;;;;gbtree;300;reg:gamma;0;1;0.1;2;7;exact;
# Competitive mode:, RandomForestRegressor, TweedieRegressor, XGBRegressor_gblinear, XGBRegressor_gbtree;39;1;5;1750;[ 1 17 21 22 23];['S02' 'S22' 'S26' 'S27' 'S29'];-2.21211434896386;2.71860627477472;922.77783203125;3.53250084853754;0.505623670559466;1.57564277228194;1445.55670166016;0.706674155370258;90;['Dist_Land', 'WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222', 'perc_MUD'];XGBRegressor;;;;gblinear;300;reg:gamma;0;1;;;;;
